Uniprot_A,Uniprot_B,author_score
Q8IYI8,Q8IUG1, 0.907554135106
Q96DR5,Q9NX76, 0.698558600595
Q495M9,Q9BWG6-1, 0.704136319768
Q96EG3,O95273-1, 0.882024316806
O76064-1,O95208-2, 0.874042332192
P67870,Q9NZH5-2,-
Q9Y2X8,Q86UW9-1,-
P34981,P52803, 0.686279825748
Q9UJV3-2,Q9UHP3-2, 0.870416722654
P47897-1,Q86UW9-1,-
Q9BT49,Q9UL42, 0.894775426275
Q9BU76-1,Q96LM5, 0.825846772394
P15622-3,Q9BYV2-1, 0.902911030922
Q0VDD7-2,O76015,-
Q6P158-1,Q96SQ5-1, 0.836389407051
Q9BRU9-1,P14373-1,-
P33993-2,P14373-1,-
Q9H078-1,Q99750,-
Q07002-2,Q13136-1, 0.841712350169
Q5VVQ6-1,Q9Y4K3, 0.914393056575
Q13596-1,Q5T9G4-2,-
Q7Z3C6-3,Q8IWZ5-1, 0.786690023731
P15622-3,A6NEM1-1, 0.92458689552
P43378,P30825, 0.666874205311
Q9Y6I9,O15529,-
O43765,Q6UN15-5,-
Q8TBB1-1,A0A0C4DGE8, 0.883270138376
Q8N6Y0-1,ENSP00000391869.3, 0.818921847613
O95199-1,B0QYN7,-
Q8N9N5-7,P86480,-
Q9Y2D4-1,O00471, 0.886967459427
Q8TAP4-1,Q5JR59-3, 0.908704892865
Q6ZNH5,Q07627, 0.924415001291
Q8N456-1,Q8N5Z5-2,-
Q9H0I2-1,Q99750,-
Q96PN8,Q9BYM8-1,-
O75360,Q8IWZ5-1, 0.672868556262
P60410,Q8NEC5, 0.925308043987
Q8IWZ5-1,A0A0C3SFZ9, 0.779992425796
Q9Y2F9-2,B0QYN7, 0.708408273671
Q8NHY3-1,Q9NYB9-2, 0.887079634083
Q8N0S2-1,Q9BXY8-1, 0.887185496766
P48775,Q9H190-1,-
O14735-1,Q99675,-
O60504-1,Q8TF74-1, 0.8753604744
O14530-2,Q6P1W5-2,-
Q9BYQ6,Q3LI76, 0.836097870927
O95183,Q8TED1, 0.639908854379
Q13526,Q8TDT2, 0.643653638931
Q9NUL5-4,P0C7H8, 0.916566888462
ENSP00000462298.1,Q9UBD3,-
Q9NWQ9,Q9BXJ1-1, 0.687999355823
O14503,O14503,-
P60410,P60409, 0.902709060569
P09923,P60410,-
A0A087X2F1,Q8WV44-1,-
P02538,ENSP00000476265.1,-
Q9BWW8,O14921, 0.81575971389
H7C4R2,Q96GE4-1, 0.897955362353
O95236-2,Q16623-1, 0.915712268588
Q15125,Q9H2L4, 0.703755989531
P14373-1,Q13671-1, 0.895492969189
Q86UW9-1,C9J9W2, 0.708943503983
Q13526,Q15654-1,-
Q92569-1,Q96LK8, 0.796603117048
A0A087WUI6,ENSP00000476265.1,-
Q9UHX1-2,Q7Z7F0-3, 0.914462732776
A0A0C4DFN3,O75208-1, 0.683691904741
O14639-4,Q8N6Y0-1,-
Q9NRD5-1,P50222, 0.915805382882
P42772-1,G5E962,-
Q9BVG8-5,Q9NYB9-2,-
Q92917,P46439, 0.834229800075
O43257,P32243-2, 0.803506034337
Q9H788-2,Q99961-1,-
Q8N4L8-1,O76011, 0.917424742039
Q7Z6R9,Q08117-2, 0.919234021228
Q6ZVH7-3,Q99471-1, 0.816791111985
O00560-1,Q14565-1,-
Q12933-1,Q9GZU8,-
Q96AB3-1,P27482,-
P49447-1,Q9BZV2, 0.74804028335
Q96EZ8-1,Q9H3D4-1, 0.853238134983
Q86WQ0-1,Q04864-2,-
P28799-1,B8A4K4, 0.916521886534
Q8IYX7,Q9H0C1, 0.787575065732
Q7L273,Q8HWS3, 0.851924148393
Q96FV9-1,P78358-1, 0.861361701096
Q9UBU8-2,Q96HT8, 0.926032575591
A0A0C4DG62,Q9BU76-1, 0.826892292537
Q8TAE8,Q9NYA3, 0.783349502895
P86480,Q92567-2,-
Q9BW85,Q9Y6D9-1,-
O14508,O75716,-
Q9H6L4-1,Q96H86-1, 0.699939998301
O95870-1,Q96AN5-1,-
Q96CV9,Q15025-1,-
P60329,Q8NA54-1,-
O43395-1,Q9BWT7-1, 0.837831509932
D6RH21,Q53G59-1, 0.872356576063
Q96F45-1,P54259, 0.833322474594
Q8TAQ5-1,P60409, 0.859724058266
O43559,J3KP16, 0.866745154764
O76071,Q15637-4,-
Q99608,Q01081-4,-
Q9NSK0-1,Q9BW62,-
Q9BT92,Q8WWB3-1,-
Q9BVN2-2,Q3LI72, 0.682150663105
P26196,P60410,-
Q96CA5-1,Q96EY7-1,-
Q9HB20,Q9HB20, 0.9251474584
Q96LB3-2,Q8WYA0-3,-
Q96PN8,Q8TDC0-1, 0.686173096145
Q9BXK5-1,Q96KR6, 0.663390295373
Q9NUH8-1,Q9UJV3-2,-
O75791-1,P14136-1,-
P35908,O76013-2, 0.81862144584
P14678-2,Q8N9N5-2,-
Q8WV44-1,Q6PK81-1,-
P54253-1,P86481, 0.887374129983
Q15849-1,Q5BJF2, 0.78917215005
Q3V5L5-5,O14817, 0.865808919513
Q96SQ5-1,Q13520, 0.634268714982
Q8IX15-1,Q9Y3B7-1, 0.899775133005
Q13546-1,Q13114-1, 0.848813388878
Q5H9K5,Q9BRK4,-
P56851,O15552, 0.651472805511
Q8N2N9-4,Q8N2N9-4, 0.922871503183
Q8IUC1,Q9BYQ0, 0.860837210436
Q6ZMS7-1,Q6ZMS7-1,-
Q8TAZ6-1,Q9NPL8, 0.672298981512
P50222,Q9Y6A1-2, 0.875709336538
Q12805-1,Q9NYG5-2, 0.722334678957
P14859-1,P55197-2,-
O76003,Q13077-1,-
Q9H2F3-1,Q9GZR5, 0.651174879878
Q9BSJ6-2,Q9Y2D8-2,-
Q13526,Q8NBZ0-1, 0.926531457673
Q5SR56-1,Q96AG3-1, 0.65668583449
Q7Z3Z2,Q96KQ7-1,-
Q99946-2,Q99946-2, 0.885924117323
Q86Z20-1,P31947-1, 0.903433454151
Q2WGJ6,Q02548-1, 0.85461429988
Q969R5-1,Q5VSY0-1, 0.841493286217
Q8NFJ6,Q8TBE3, 0.649798797881
Q6P597-1,Q9NS73-5,-
Q02930-4,Q96PM5-1, 0.808204794099
Q8IUQ4-1,P86480,-
Q8NAV1-1,Q9H190-1, 0.922413437393
Q9NUQ8-1,P14373-1,-
Q86VK4-3,Q86WH2-1, 0.711841376653
O00471,Q3B7T1-5,-
Q96EH3,Q8TF47-1, 0.683598821694
Q9UNA4,P36406-1,-
Q96EG3,Q9Y3S2, 0.918913444368
C9J9W2,Q03989-5, 0.841048941776
Q6UX27-3,Q8NBJ4-1, 0.669394680709
Q8TBB1-1,Q96BJ3-1,-
P62140,Q9H788-1, 0.92475011639
P86479,Q08AM6-1,-
Q7Z3I7,P60370,-
Q8N8B7-1,Q9P0L1-2,-
Q7L5A8-1,Q8TED1, 0.63728988944
Q96I25,ENSP00000476265.1,-
P25791-1,P52272-1, 0.867843872109
Q9UHP7-2,P26715-1, 0.822367864083
Q6ZNG0-1,Q92569-1,-
Q8IV04-1,Q7Z3S9-1,-
O14777,Q13625-2, 0.891516408379
Q08043,Q04864-2,-
Q15323,Q6NYC8-1, 0.920963163824
Q7Z4F1-1,Q9BQ51-1, 0.68531959156
O14880,P43003-1, 0.650329828693
B5MCD3,Q9NPB3-1,-
P40426-5,Q8N8V2,-
Q969K7-1,Q02297-10, 0.812822405221
P32242,Q9BYR7,-
P29084,Q9NRD5-1, 0.911422312236
P48378-1,Q8NI38-1, 0.667950490071
Q12982-1,Q96Q45-2, 0.801499984272
Q92692-2,P26371,-
Q96Q45-2,Q9HCK4-1, 0.886964196359
Q7Z6G3-2,Q7Z6G3-2,-
Q9UMX0-2,Q8TD06,-
P13807-1,Q9H079, 0.893866543761
Q96CS2-1,Q96MT8-3,-
Q9BS34,O95273-1, 0.890842435402
Q9NX38,Q6NT76-1, 0.881313915002
Q969R5-1,O75886-1,-
O75031-1,O14639-4, 0.80797506988
Q99873-4,Q9NR22-2, 0.931668725314
Q13573,Q6NUQ1,-
O75971-2,O94818-2, 0.906173122947
Q9HAC8,Q9HCM9-2, 0.922539429351
Q7Z417-1,Q9BYQ0, 0.889902383442
Q5JRM2,Q13520, 0.6191402521
P61457,P61457,-
Q8TBB1-1,Q9H9H4, 0.9038266473
P49760-3,Q8TAD8,-
Q13526,P14373-1, 0.897389961121
P40199,Q96HA1-2, 0.781309308774
Q8IXL7-2,O76011, 0.887369326284
Q8TCX5-2,Q8NHQ1-1,-
H7BZ61,ENSP00000476265.1, 0.9051015023
Q9NWT1,P50222,-
Q7Z3C6-3,O76011, 0.912988681576
Q8WW24,Q9P0T4, 0.802451491852
P62993-1,Q9BYN7-1, 0.843305650919
Q6DKK2,Q8N1D0-2, 0.884476957405
Q86TV6-1,Q9BYI3-1, 0.84795900948
H7C4R2,Q969G3-1,-
O14523-2,P31937, 0.695197594508
Q08722-3,Q9H2K0,-
Q8NBJ4-1,Q9Y5U4, 0.687441223075
A0A0J9YW04,Q96D15, 0.679086336723
Q3B820-1,Q86X02, 0.888049503843
Q8IYE1,Q15311, 0.849309215184
Q12797-6,P60022, 0.82057918095
Q15836,Q5T7V8-2, 0.673555731781
Q53FV1,Q9NY72,-
Q96T60-1,Q53G59-1, 0.907468940377
Q7L591-3,Q13077-1, 0.889177211841
P25791-1,Q14119, 0.783385761955
Q13227-1,Q15323, 0.910338861129
Q7Z3S9-1,Q9H2A7,-
Q6P158-1,P60370,-
H7C0E9,Q3SY46, 0.664071604017
O75031-1,Q8IYF1, 0.887174318888
P60370,Q12837-1, 0.919603105028
ENSP00000476265.1,O95678, 0.9051015023
Q9BXU0,Q13155, 0.875547943587
P29400-2,Q5TGU0-1, 0.680483692197
Q5T5A8,P0C7H8, 0.943209223346
P24593,Q96A25-1, 0.811035398941
Q9H2H9,O43889-2,-
P23528,Q9Y281-1,-
O15393-1,Q5BVD1-1, 0.83714001998
P08631-2,Q9UJV3-2, 0.880889141476
Q9NPC6,O43707-1,-
O43482,Q96MY7-2, 0.681168289797
Q96N21-1,Q6P1L6-1,-
Q9BRQ3-1,Q9H0C1, 0.91018975529
O94868-3,Q8N6Y0-1, 0.903450828233
Q6UX34,Q8N661, 0.679791344639
O14777,Q15025-1,-
Q9H788-1,Q6NUQ1, 0.869243271601
Q9UHA2,Q86Y78-1, 0.743159642249
Q8TF63,Q9BYR6, 0.804308046799
Q13287,O95171-2,-
A5D8V7-1,Q96M63-1,-
O95159,Q9H400-1, 0.695936174129
Q9Y5A6,P60370,-
O75093-1,Q07627, 0.83639725019
O00560-1,O95751,-
P63208-1,Q4G163, 0.89197647853
P60520,Q9H4L5-1, 0.886846661219
Q8NBD8,Q7Z5P4-1,-
Q8IUC2,P02511,-
Q99719-1,Q8IYM1-1, 0.857870703295
Q9BW61,Q8IZV5, 0.7310637042
C9JG97,Q6ZUT1-3,-
Q8IWZ5-1,Q6A162,-
P11474-1,P48788-1,-
Q86Y82,Q9NPL8,-
P54646,P12524-2, 0.742723018988
Q0D2K0-1,P34981, 0.733673645908
Q96SQ5-1,Q96EG3, 0.923325895987
Q9UKT9-1,Q96A72,-
A0PK00,Q14973, 0.675431278027
Q9H2L4,Q9UBD6, 0.655933767885
ENSP00000476265.1,P00540,-
Q96EQ0,Q8TD06, 0.93258400309
O15160-1,Q8WUT1, 0.682983366365
P62993-1,Q6P1W5-2,-
P21145-1,P08034, 0.693515947029
Q8N130,Q8TED1, 0.630441863631
Q15561-2,Q15323, 0.910334339175
Q96CS2-1,Q6A162,-
Q9BT92,Q9BYV2-1, 0.909825303038
P33240-1,Q8IWL8, 0.743139950394
O14653-1,Q8TED1, 0.663939522045
Q9BSL1,Q96C32, 0.813804637753
ENSP00000476265.1,Q9H1K1-1,-
P50222,Q86Y39-1, 0.908270397865
Q3LI66,Q9H0F6-2,-
O75031-1,P01189, 0.947096105276
Q01628,Q9NUH8-1, 0.661649460043
Q9BYQ4,Q8NEC5, 0.915712435913
Q7Z6R9,Q8ND83-2,-
P84022-1,O75593, 0.920589128066
Q03060-25,Q8TDC0-1, 0.834538468145
O60831,Q96MV8-1, 0.717331713932
Q96ES7,P08727, 0.906790354422
B8A4K4,O60888-3,-
Q13618-1,Q7L273,-
O95183,Q5JXX7, 0.825531026654
Q13064,P49639, 0.669363606425
Q9H115-1,O15155-1,-
P61968,Q8NF99-2,-
Q9BUE0,Q8IX15-1, 0.917695897299
P60331,Q96NX5-1, 0.884052101788
Q8IYI8,P60411-1,-
Q9P0T4,Q99750, 0.943260163185
A0A0C4DFN3,Q9Y320-1,-
P10074,Q9HCK0, 0.84085162335
Q5J8X5-1,Q96HJ5-1, 0.838656236425
I3L233,A1L4K1-1,-
Q9UI47-1,Q96RJ6, 0.707848547124
O95983-2,Q7Z3H0-1, 0.697836233987
O75031-1,Q96NM4-3, 0.921846816596
Q96EZ8-1,P0C7H8, 0.875242333285
Q8NEC5,Q8TD06,-
Q9UHA3,Q8IZU0-1,-
O60636-1,O43889-2,-
G5E962,Q8N1Q8,-
H0YKB7,Q7L273, 0.890985374704
Q9NRD5-1,Q9HCD5, 0.922415101554
P30049,Q05519-2, 0.889725775192
Q53G59-1,Q5HY54, 0.871547740384
Q9Y5U9,Q8N661, 0.702513847093
Q8N8B7-1,Q9P0L1-2, 0.917369672906
Q9NP64-1,Q9NP64-1, 0.875518613365
O15160-1,Q5RL73-1, 0.747379176658
Q8IVW4-1,Q13422-7, 0.856820936847
Q92979,Q92979, 0.850150837604
P34932-1,Q92624,-
P27449,P16871,-
Q9H0I2-1,Q9BYM8-1, 0.884739615592
Q96HR8-1,Q3LI66, 0.791652023129
A4D161-1,Q8TAU3-1, 0.675742918499
O00303,O00303, 0.852280198932
Q16849-3,Q9H6E4, 0.737870284665
Q8NDC0,P63165-1,-
A0A087WV42,Q9H2K0,-
Q63HR2-5,Q3LI67, 0.876739480594
Q8TBB1-1,Q96GX9-1,-
P84243,Q9UER7-1, 0.801834775966
P19429,P02585,-
Q7Z3I7,Q9BVG8-5, 0.878465230792
Q08ER8,P60371, 0.885128316193
P13489,O00560-1, 0.912132613813
P07910-2,P63165-1,-
P34972,Q9NWH2, 0.689650983645
Q9UJD0-1,O43889-2,-
A8MT70-3,Q99750, 0.909967671696
Q14055,P50222, 0.877855390333
Q9NQL9,Q6A162,-
Q8WV44-1,Q9H079, 0.826291274568
O14796-1,Q86Y26-1, 0.885374848459
Q9Y272-1,Q16825, 0.84031815979
Q96F15-1,Q13520, 0.692459042037
P26367-1,Q9BUI4, 0.869316566621
Q9BRK4,Q9BY27,-
Q5JTB6,A0A0A0MT20,-
P78362-1,Q08117-2,-
Q8TAU3-1,Q8NA61-2, 0.878600201626
Q9Y287-1,O43889-2,-
Q9UJV3-2,Q8IYA8-1, 0.880889141476
P36508-1,Q6A162, 0.891462214314
O60336-1,P60328, 0.850851129514
Q5BVD1-1,Q96HE8-2,-
Q8IW19,Q96IK5,-
A0A1B0GTW0,O95436-2, 0.784027574703
O43296,P23508-1, 0.85937041337
O14735-1,O43653,-
Q8WTP8-1,Q9NTW7-1,-
Q6P2R3,P08727,-
Q9BTE1-1,Q93062-3,-
F8WBZ3,Q9H9P2-1, 0.68278589371
Q6P2C6,A0A0C4DGT9,-
P60370,Q9BYQ0, 0.890309369629
P41223-1,P60409,-
P0C1Z6-2,Q96GN5-1,-
Q8N165,Q05D32-1, 0.916165530385
Q8TAP4-1,Q99750,-
O15116,P62310, 0.918164999662
P84101-3,Q9NVV9-1,-
Q9BWN1,P45973,-
P11215-1,P58418-3, 0.737131919155
Q99932-2,Q96FJ2, 0.783463181939
P60411-1,Q13875-3,-
Q9Y2J4-1,P43358,-
Q96T49-1,A0A087X0W2,-
Q8IYI8,Q13077-1,-
P15622-3,Q15916, 0.80266763955
O15409-2,Q08117-2, 0.891641409826
O00258-1,P32856-2, 0.686689834707
Q96GS4,Q96CS2-1, 0.739544038793
Q96HB5-1,O15496, 0.793835776852
A0A087WVF5,Q86UY5-1, 0.697502261533
Q8NHZ8,Q13042-1, 0.866355725894
Q96GX9-1,Q96GX9-1,-
P19801-1,Q8IUC2, 0.770304468698
Q14990,P50222, 0.914112659226
P36508-1,Q9UKT9-1, 0.821804240788
Q86U06-2,O14503,-
Q9H0W8-1,Q15654-1, 0.880533091041
Q86VK4-3,Q96QF0-7,-
Q8TD31-1,Q8N720-1, 0.655652744302
O95393,Q9H7M9, 0.673221977425
Q01081-1,Q8N4J0, 0.906370423789
Q6PL45-2,Q9H2K0, 0.675306904368
P22301,Q7Z3S9-1, 0.920643319137
Q9H0W8-1,Q8NI38-1, 0.698876138154
O14744-1,Q8TBB1-1, 0.890512727409
Q96BT7-2,Q9NRD5-1, 0.832882413059
Q8IVW4-1,Q13422-7, 0.856820936847
O95872,Q8N6F8, 0.826235311726
O00560-1,Q9UH03-1, 0.920781365136
Q9H2A7,O14524-2,-
Q7Z2K6-1,Q9UGI6-2, 0.704910019389
H7C4R2,Q15560-1,-
Q96JC4,Q16623-1, 0.918565088086
Q96HA8-1,H0YKB7, 0.658710340822
Q5BJF2,Q8N183, 0.674487802667
P14598,Q7Z6J0-1, 0.824975235136
Q9BQ66,Q15323, 0.897824554783
Q9ULC5-1,O60669, 0.705283719272
Q99697-2,P63172,-
Q15645-1,Q92824-2, 0.855875443721
Q9UKI8-1,Q8N7W2-2, 0.78727656828
O75150,O75150,-
Q9UJW0-1,Q9NZ32,-
Q96NT3-2,P32929-1,-
Q9BS34,Q5JR59-3,-
P25791-1,P55884-1, 0.91121566645
P79522-1,P61978-2,-
Q8N6R1,Q6P5S7-1,-
Q96Q80-1,Q96P66, 0.688149373993
O43242-1,P60900-1, 0.796182037181
P04264,P37198, 0.877488992457
Q9NR81-1,P54274-2, 0.722231490854
Q9UI14,Q99942, 0.831261696989
P21549,Q9BYR8, 0.827812142769
A0A087WX54,Q93062-3,-
Q8TDT2,Q9BQS2-2, 0.649082052202
Q16543,O14744-1, 0.898701699394
Q16854-6,Q8IZU0-1,-
Q96BV0,Q8IZU1, 0.786356345113
O43609,P26371, 0.933292723202
Q8WTU2-1,Q9BYR6, 0.811638214955
O43278-2,Q86UF1, 0.710453159838
B8A4K4,Q5T4B2-2, 0.915077959039
P0CG47,Q05086-2,-
P48443,P10276-2,-
P25786-1,Q96HT8,-
Q9BQ29,P55327-2, 0.869934198336
P34896-1,Q9H8Y8-1, 0.864774528833
P40426-5,Q9UHD4, 0.679099076312
Q9UHQ9,O43765, 0.676594151409
Q13562,Q99081-3, 0.886593967683
Q96Q45-2,Q86VR2-1, 0.652044336038
Q05519-2,Q05519-2, 0.903301435079
O76003,P26371,-
P62937-1,Q8TBB1-1,-
P51946,Q9Y2D8-2,-
H7C0E9,O43610, 0.78177492622
P15941-11,Q6PL45-2, 0.675553915721
O75864-1,Q6ZRY4-1, 0.916161503764
Q9UBE0-1,P26367-1, 0.900554619476
P60331,Q9Y6H3, 0.831047971522
Q6P158-1,Q9UPG8, 0.702602706697
Q8TBE1,P27105-1, 0.687461472791
P45984-1,Q9NYA3, 0.84404782586
Q16401-1,Q9BX70-1, 0.832252480765
Q8N8B7-1,P26371, 0.903776304445
P60329,Q5TCM9, 0.861449700166
Q9H5Z6-2,Q93062-3,-
Q9Y5U4,O60883, 0.664638564231
Q7Z6G3-2,Q96BZ8,-
Q86Y34,Q96F15-1, 0.734146678497
P84022-1,Q9H2G9-1,-
Q8TBB1-1,Q9NPD3, 0.785590534216
A0A0J9YW04,Q5H9K5, 0.67776901748
P61236-2,P86479, 0.901326345262
Q9BZL3,Q16585-1, 0.839373744966
Q969U6-1,P14373-1, 0.886752110757
Q93062-3,Q69YG0, 0.837430559628
Q02930-4,Q9NZC7-5, 0.834009292922
O15155-1,Q8N5M9, 0.696136702969
Q96JM7-2,Q9UBU8-2,-
P55081,Q8NEJ9-1,-
P62857,P60410,-
Q96NZ9-1,Q9UMX0-1,-
A2RU48,Q9HCM9-2,-
Q9NXZ2-1,B8A4K4, 0.919359941954
P32242,Q16134-1, 0.777387986272
Q96A56-1,Q9H0R8-1, 0.917971030541
P55273,Q6ZNG0-1,-
Q15102,Q15102,-
Q9UJ41-2,Q9UJV3-2, 0.901818343436
P49639,Q6L8H2, 0.94137146838
A0A0J9YW04,O43474-1, 0.696562104572
ENSP00000462298.1,O95980,-
P78382-1,Q8WWF3, 0.691400716045
Q96A70-1,Q9UMX2-2, 0.90878735403
Q9BZL4-5,Q9BZL4-5,-
Q12893,Q8N205-2,-
Q9BR01-1,Q9BR01-1, 0.927453981918
A8MZ59,Q6UX06,-
Q9NVE4,ENSP00000476265.1,-
P15622-3,Q9BRP7-1, 0.862041664011
Q9NQX5,P60328, 0.923150016117
Q13895,Q9UJV3-2,-
O60678,P50222, 0.895303193019
Q6PGQ1,Q9NPC6,-
Q7Z5R6-2,Q99608,-
P41182-1,Q8WW24, 0.773487649254
Q86UY5-1,O76011, 0.887369326284
Q9Y2K6,Q8N7W2-2, 0.860760617788
Q5JR59-3,Q9Y5E9-1, 0.885582541532
Q01453,Q3SXP7, 0.678885372478
A0A1B0GTB6,P50479-1, 0.907703594524
Q8NE01-1,Q96B26, 0.887987862015
Q9BUZ4-1,Q15323, 0.900060803238
Q5J8X5-1,Q8NFK1, 0.72081570942
O60479,Q8N9N5-2,-
P20618,P13646-1,-
Q2TAL8,Q2TAL8,-
Q3KNW5,Q9UBY5, 0.683590405252
P59910-1,Q5D1E8, 0.890723070315
P61978-2,Q96PK6-1,-
Q99932-2,Q8N1L9-2, 0.797067686883
O75843,Q9BS16,-
Q86WT6-2,Q6NUQ1, 0.851933086055
O43741-1,P01185, 0.828711330769
O60568,Q9UMD9-1, 0.81216020725
P62937-1,Q8TBB1-1,-
O15156-1,Q99608,-
P47224,P20336,-
Q13021,Q8N9I0, 0.718336092307
Q969G5,P06753-1, 0.845109718923
Q13643,Q6Q6R5-3, 0.830172940667
P11309-2,P0C1Z6-2,-
Q14973,Q8N2U9-1, 0.651665861629
Q13541,O60573-1, 0.854824900057
Q8IYI6,O14964-1,-
P31273,Q86Y13-1, 0.840414832659
P54253-1,P86479, 0.887374129983
O60941-5,Q9NYB9-2,-
Q9UL45-1,Q96EV8-1, 0.867509045154
Q02930-4,Q6A162, 0.894972556519
Q9Y2K6,Q13352-1, 0.752401629772
Q5HYN5,Q9H190-1, 0.917084598898
Q12951-2,Q70EL1-9, 0.87838662844
Q96A72,Q9BWC9, 0.693087944898
P18084,P60411-1, 0.889072263335
Q6S9Z5,Q969E8, 0.678702635775
Q93062-3,Q96SI9-1,-
Q15848,P15941-11, 0.698443724238
P05549-5,Q0VD86-1, 0.784105137141
P55211-1,P98170,-
P17482,Q07627, 0.932657971894
O95967,Q32M78, 0.870561977971
O43889-2,Q8WY98-3,-
P26441,B8A4K4, 0.935561180256
P86496,Q08AM6-1, 0.903713262979
P48380-3,Q15654-1,-
P86479,P86478, 0.919144851653
P29972-1,Q8TED1, 0.685280085269
Q9Y4X0-3,Q13137-1, 0.870072569846
P0DJD3-2,Q6P158-1, 0.825471381011
Q8WV44-1,Q96SQ5-1,-
P57086,Q15697-2, 0.811175014007
Q96SQ5-1,Q59EK9-3, 0.905830601953
F6XHT0,O95873, 0.690038783664
P40198-1,Q01453, 0.836906039207
Q9NYP9,Q16281-1, 0.70818022387
S4R3B8,P60371, 0.888323837533
Q96CN9,ENSP00000476265.1,-
Q3V5L5-5,Q99750, 0.939268860501
Q63HR2-5,P32242, 0.898091845104
Q9BXN2-7,Q9H7M9, 0.710710912025
P08779,Q8TD31-1, 0.871721403586
Q6ZN57,ENSP00000476265.1,-
Q6PIY7-1,Q9ULU8-2, 0.834988423303
Q7Z429,Q8TED1,-
P0DP25,Q6IPM2-1,-
P51504,Q9BWT7-1, 0.865161954694
Q9BRG1,Q6ZU15, 0.844677651391
Q9UBL6-2,Q9H596, 0.723755149573
Q8TD31-1,Q96K21-3,-
P19447,P98170,-
P46940,P32243-2, 0.747183311382
P08582-2,Q7Z3S9-1, 0.913325939713
Q15973-3,Q7Z3S9-1, 0.914394496522
O95231,P07498, 0.80431548861
P41227-1,Q96QF0-7, 0.908821225683
Q8WU58,Q9NZC7-5, 0.86833216227
O15374-3,Q96Q45-2, 0.788113629559
O95292-1,Q9Y2K6, 0.774380878205
P61086-1,Q15631-1, 0.906359898454
Q13323,Q969F0,-
C9JDX1,Q86VR2-1, 0.652044336038
Q5TA82,Q5TA81,-
P05787-1,O76015, 0.901944271626
Q8N3L3,P40222,-
P62993-1,Q8IZ63,-
O95198-1,Q53G59-1, 0.917800398119
Q13077-1,Q96GS6-2,-
A0A0C4DFN3,Q8IXL7-2, 0.806228377148
Q13433-2,Q5JXX7, 0.797893785589
O75396,Q8TBE3, 0.678209042666
P0C7X2-1,Q8NA61-2,-
Q9NZD8-1,Q8N5M1,-
Q9Y242,Q9H2G9-1, 0.919101321795
O60504-2,Q9H9H4,-
P12236,Q13077-1,-
O43889-2,O43934-1,-
P60981-1,P63261, 0.906104592201
A0A0R4J2E4,Q96QU6-1,-
Q9NUU6,Q5JXX7, 0.842893303791
Q99598,Q9NW75-2, 0.724837158455
Q9HBI0-1,Q13418-1,-
P62191-1,Q13200-1,-
Q9NQL9,Q92764, 0.888677355885
P50222,Q5T7P3,-
O43639,Q9NYF3, 0.832331422312
P25800-1,O43679-1, 0.834553165769
P82987-1,P0C7H8, 0.819692808033
Q8WYQ9-1,P86480, 0.865335056238
Q13526,Q8N5C8,-
P48723,Q9UMX0-2,-
O00258-1,Q8NHW4-1, 0.690852244428
O95159,Q9NUH8-1, 0.734242957591
P04259,Q9BVG8-5,-
P30153,Q9Y534, 0.918386222959
Q5BJH2-2,Q9NY72,-
Q9H788-1,O75410-7, 0.898111244701
P26368-2,Q01081-1,-
Q86Z20-1,P62258-1, 0.890071722262
P56524-2,Q06413-1, 0.816104797501
Q8TAP4-1,Q8IX15-1, 0.893066391272
Q8TBM7-1,Q16623-1, 0.902298315971
O95990-1,Q13137-1,-
P63279,Q15645-1,-
Q96HP4,Q9Y680-2, 0.658808117454
Q9BW66-1,Q02086-1, 0.788631999275
Q5I0X4,O95273-1,-
A7MD48,Q8TAD8, 0.901723792888
B2RUZ4,Q9Y286-1, 0.673187633134
Q8IWZ5-1,P0C7H8, 0.871909299365
Q9BWQ6,O43889-2,-
Q86Y82,Q9BXK5-1, 0.846557732335
Q96Q45-2,Q9Y5U4, 0.839393836538
Q15911-2,P14373-1, 0.897724498761
Q9NRQ5,O00623, 0.697566291859
Q14192-1,Q96BD5-1, 0.889922594143
P24593,Q7Z7N9, 0.695698503765
P15622-3,Q5TD97, 0.875263024659
Q5T5A8,Q9BYP8, 0.863697202639
P14859-1,P86496, 0.904372896161
Q969U7-1,ENSP00000462298.1,-
Q96DZ9-2,Q9ULP0-2,-
P05161,Q9UMW8-1, 0.907772515633
Q12797-6,Q96EQ0, 0.81024353515
P17024,P60411-1,-
Q9BZ67-1,Q96HH9-1, 0.862539302567
P61289-1,Q6ZNA4-2, 0.869117415701
Q5JXX7,Q9NUU6, 0.842893303791
Q969T4,Q99942,-
Q9UL45-1,Q9UJ41-2,-
Q96MP8-2,O95678, 0.892296801831
P07306-1,Q7Z7G2, 0.698618412272
P61077-1,Q9Y4L5,-
P37108,Q5MJ10, 0.757904692945
Q13895,Q8WV44-1, 0.918873885858
Q9BSL1,Q09327, 0.750462228947
Q9UNA4,Q15038-1,-
Q14525,Q92529-1, 0.819894498057
Q96IK5,J3KQ12, 0.873338888488
Q4LDR2,P11912-1, 0.686185919681
A0A087WXA6,Q8IYX8-1, 0.907841657408
Q13588,Q93062-3,-
G3V1X1,Q5JR59-3,-
Q9UPZ6,Q9Y5Y7, 0.698085559954
O75604-1,Q13084, 0.718737950258
Q96A72,A6NLX3, 0.909019191829
