Uniprot_A,Uniprot_B,author_score
P62851,Q96MF2-2, 0.898865179272
Q9Y223-1,Q6UY14-1, 0.883604496345
Q9UKK6,Q6ZW49-6,-
Q13232,Q9UHD9, 0.918844488478
Q9HB07,O95070, 0.796888812259
Q9UGL9,Q9BYR5,-
P30153,Q9Y534, 0.918386222959
O75575-2,Q9NP97-1, 0.855032506721
Q9BYQ6,Q7Z3S9-1, 0.935101866697
Q9H190-1,Q9NZ81-1,-
Q5T7P3,Q9BYR8, 0.859204052109
Q8N0V3-1,Q969F0, 0.916053571116
Q7Z412-1,Q9UMX1-1,-
Q2WGJ6,Q9UKT9-1, 0.864479712554
Q16623-1,Q9H7X3, 0.905983574407
P0DP25,Q8NCR3-1, 0.923988949429
Q9BV90,Q04864-2,-
Q96FZ5-1,Q9Y320-1,-
O43395-1,Q9Y2D8-1, 0.846645399063
O75716,Q15654-1,-
P54315-1,Q5JX71, 0.667902884049
P25791-1,Q14919-1, 0.935013648311
Q2TBE0-1,P36406-1, 0.870107774014
P40692-1,Q96KQ4, 0.856258217338
Q9BUL8,O00506-1,-
Q9P0U1,P50542-3,-
P50222,Q8TB03-1, 0.923387405047
Q5T7P2,B8A4K4, 0.964145368241
Q8TDF6-2,P63167, 0.811064409789
F8WE45,P16083,-
Q8IZL9-1,Q9C040-1,-
Q9BVG8-5,Q96BR9, 0.885967455199
Q86YD7,Q5JR59-3, 0.927363169371
P26367-1,Q13526, 0.906842573797
Q86VK4-3,Q9H2G9-1,-
Q53HV7-2,Q3LI76, 0.838589447654
P25786-1,Q04864-2,-
P17152,Q96EC8-1, 0.884955791135
P52597,Q8N5R6-4,-
Q6NYC8-1,O76011, 0.895473595949
Q9UBP5,Q9BYR8, 0.807609115979
Q49AN0-1,Q07627, 0.901950573733
O14964-1,Q86UW9-1, 0.877998035774
P49910,P60410, 0.899746189381
F6RP06,Q9GZR5, 0.716298482975
Q96NE9-2,Q99081-3,-
P59991,Q5T754, 0.937249298112
A2RU14,Q9BVX2-1, 0.855350784367
P43360,Q9UJV3-2, 0.901818343436
Q9BUZ4-1,Q7Z419-1, 0.830780609495
Q9NRQ5,Q8N386, 0.678454975595
O14641,O14978,-
Q13114-1,Q8IYE1, 0.819345745697
Q9H4E7,P0C7X2-1, 0.672965775523
P06681-1,Q15125, 0.627983853926
Q05952,P60411-1, 0.911284454156
Q9Y4H4,P63096-1, 0.912469856588
Q5TA78,Q9BTY2-1, 0.814177667512
P23297,P23297,-
Q8WTP8-1,P0DJD3-2,-
P50221-1,Q96CN9, 0.87427828132
A0A024RAC6,Q99750, 0.888529051782
P11142-1,Q99933-4,-
Q96S52-1,Q9BYQ4, 0.874160946333
Q3B820-1,Q9UHC7-1, 0.799879130862
Q9BYQ0,P60410, 0.937644853687
Q9P2K6,Q8N6Y0-1,-
Q5T5B0,P60370,-
Q5BJH2-2,Q96MV8-1, 0.668312626029
P49761-1,Q96D03, 0.79323731472
Q7Z5V6-2,Q3LI72, 0.816210506546
P20138-1,Q9H2S6-1, 0.70086912373
P26371,Q9BYE3, 0.947159721928
Q96IZ5-1,O75031-1, 0.910022214087
Q8IWZ5-1,Q8NHQ1-1,-
Q8IYE0-1,Q9Y3Q8-1,-
Q3B820-1,Q7L7V1-1, 0.904075926052
Q96LK0,Q9BWF2, 0.808631862069
O14933-1,Q9BYM8-1,-
Q9GZT6-1,Q9H8Y8-1, 0.662322503333
Q9UHJ9-1,Q9HCJ2, 0.683598821694
P33240-1,A6NJ78-4, 0.787539021022
Q8TAC9-1,O43889-2,-
Q13526,P41212, 0.89563416765
P49760-1,Q8N684-1,-
A0A0C4DFM5,Q99471-1, 0.781000792997
P36508-1,Q96RS0, 0.669919627468
Q96HR9-2,Q9Y5P4-2, 0.847002467794
Q63HK5,Q9UBB9-1,-
Q8TB45-1,A0A087WTN8, 0.688349534047
P61236-2,M0QXR4, 0.83497334959
Q9P2K3-2,A1L4K1-1, 0.882945369822
Q494U1-3,Q86VP1-1,-
Q01850,Q8IYE1, 0.874556418629
O75508,Q96HE8-2, 0.666991150843
Q8WZ19,Q13829-1,-
Q9BVK8-1,Q9NWD8-1, 0.722825557708
Q9H5Z6-2,O75031-1, 0.91657639842
P51114-2,Q9BU76-1, 0.913376983198
Q96HA8-1,Q96LK8, 0.851593566102
P51451,Q9UGK3-1,-
Q96BZ8,Q7Z6G3-2,-
P14324-1,Q6ZMZ0-1, 0.681265189837
Q9UFG5-1,P60410, 0.924926910184
P02538,Q9UBB9-1,-
B2RUZ4,Q8N183,-
B4DDN1,Q86UW9-1,-
O43765,P46379-2,-
Q14507,Q6UXG8-3, 0.70809373163
O43543,O75771-1,-
Q9NRX5,O43889-2,-
Q8TBB1-1,Q9BXJ1-1, 0.890512727409
O00623,Q9UNK0, 0.740525985849
Q6PL45-2,Q9Y680-2, 0.661538500693
Q7L775,P14136-1, 0.85814629427
Q96NC0,Q9Y2D8-2,-
O76015,Q9UGN4-1,-
Q17RB0,Q9UMX0-2,-
P53611,P57081-1,-
A8MXE8,Q13526,-
P51808,P51808, 0.938393099589
P10073,A0A0C4DGR0,-
P25942-1,P30825, 0.666874205311
Q2NL82,Q9UHD4, 0.651384417771
Q15038-1,Q96KP6-1, 0.933462580752
P01111,P52306-5, 0.876484758876
Q9H0I2-1,Q8IUB9, 0.794066890955
P08727,Q9P0N9-1,-
F5GYX2,P50222, 0.905458561443
P78358-1,P78358-1, 0.87410611447
O60504-2,O43281-2,-
P21580,Q12933-1, 0.896584341233
H7BYK2,O60763-1,-
O14787-2,P62826, 0.874903180065
Q06418,Q9BYR5,-
P54646,Q494U1-3, 0.823663039561
Q96LJ7,P59990, 0.801778426816
Q8TAE8,Q9UGI0, 0.892438485139
Q96ES7,O75528-1,-
ENSP00000426769.1,Q13464,-
Q9UPY5,Q8IUG1, 0.894215064712
O43765,P50876, 0.852368250041
Q9BXW4,Q3MII6-1, 0.873541113575
Q5QP56,Q13323,-
A8MT33,Q2M3C7-1, 0.789626286211
P49771-1,P26371, 0.9048185707
Q04864-2,Q9BW85, 0.894041244913
Q7Z698-1,Q99598, 0.883668147382
P86478,Q3SXR2, 0.697951035988
P61326-1,Q9UGI0, 0.877761246183
P51687,O95429-1, 0.890646074717
Q13277-1,Q9Y320-1,-
P60331,Q5TA78, 0.839534861394
P37198,Q7Z3B4-1, 0.912113716477
A0A087WXE3,P14373-1, 0.921111605703
Q9HAF1-1,Q9BYV2-1,-
Q15014,Q9P127-1, 0.876484912618
P48509,P26715-1, 0.831881574019
Q2WGJ6,Q07627, 0.908817576819
A6NC98-1,Q96AA8-1, 0.844385770204
Q8WV44-1,Q9H213,-
Q9BUZ4-1,A6NEM1-1, 0.904584207092
Q8TCT0-1,Q9BYQ4, 0.782307115592
Q8TF42,Q92567-2,-
Q6P597-2,O14777,-
P59991,Q9BYQ3, 0.915411329305
P0C7H8,Q9BYQ4, 0.911250897808
Q13585,Q7Z3I7,-
P30536-1,Q96BA8-1,-
P29972-1,Q9C029-2, 0.878217349571
Q8IVJ1,Q5VXT5-1, 0.709143918262
Q96CW1-2,Q7Z7J5,-
Q8IYF3-3,Q9UNH7-2, 0.829122145876
P60033,Q13520, 0.62139737473
O60941-5,Q9BXG8, 0.895925222441
P55040,Q9H079, 0.908722230021
Q07325,O14524-2,-
A8MTA8-2,Q8N5M1, 0.722026803293
Q6PJG9,Q6UY14-1, 0.865341259589
Q8IYI6,Q8IYA8-1, 0.900268069982
Q8WV19,Q9NR28-1, 0.712807150472
O75920-1,Q9H6H4-1, 0.673989099778
Q5T752,P0C7H8, 0.934954936832
P27797,O15499, 0.790230237223
A0A087X0R6,Q15041-1, 0.919605541838
Q3SXP7,Q8TB61-1,-
Q96D03,Q9UBL6-2, 0.866017883005
P42892-1,P60370,-
O60504-1,Q68D86-1, 0.883028832984
Q9UKA1-1,P63208-1,-
Q6P2R3,P37198,-
A1L4K1-1,P40426-5, 0.890205604559
P41227-1,Q96QF0-7, 0.908821225683
P29972-1,Q7Z3S9-1,-
O75716,Q5JR59-3,-
Q7Z5P4-1,Q96GQ5-1,-
Q9H0I2-1,Q96LR2,-
Q9BSH4,P14373-1, 0.909952157318
O76011,Q8IUC0, 0.907275073007
P33240-1,Q9BSH5, 0.800952509284
P48637-1,P48637-1,-
Q9BQJ4,Q9HBV2, 0.6956112018
Q14533,Q6A163, 0.902242555066
O43143,Q8N5A5-2,-
Q9BQS2-2,Q5JX71, 0.62075123571
A0A0B4J2F2,Q14696-1, 0.649883948054
Q99618,Q12933-1, 0.901186121214
Q9UBT7-1,K7EIN8,-
Q8WW34-2,Q96SA4-1, 0.721293013312
Q86SG6,Q86WT6-2, 0.881514445368
O00560-1,O43759-2, 0.721725705413
Q719H9,Q96SI1-2, 0.926962180461
Q9BWG6-1,Q7Z4V0-1, 0.658165683652
A0A0C3SFZ9,Q9BSM1-1, 0.853680993512
F8WBZ3,P15941-11, 0.651792849699
Q5JR59-3,Q8IYX3-2, 0.919698293069
O00258-1,Q69YG0, 0.730660002602
Q5T5A8,Q99750, 0.942316287029
Q8WWM9,H0Y9T8, 0.751390581031
Q9UNK0,Q7Z7G2, 0.705287520241
P49675,Q6RW13-2, 0.93087197598
P17482,Q9BYR7, 0.821510100347
P50222,Q9HDC5, 0.879579900241
Q5TA81,Q9BYP8, 0.763326426832
P13236,Q3SXY8-1, 0.657108516522
C9IZY8,Q10567, 0.849906858675
P49366-1,P50222, 0.919271917728
Q9NYB9-2,Q9Y2H0-1, 0.909431803789
Q5BJH2-2,Q05329, 0.663551808334
Q96DX5-1,P12532-1, 0.735889198348
Q969L2,Q8TDT2, 0.624460013636
Q9HC62-1,Q8WW34-2, 0.887924007837
A0A024RAC6,O95198-1, 0.864587109204
Q13227-1,Q8IZ63, 0.794899437917
ENSP00000426769.1,D6RH21,-
P33240-1,P40199, 0.784491476352
Q9NZC7-5,Q9GZU7-1, 0.802638558751
J3KQU5,Q7Z3S9-1,-
Q14192-1,P52747-1, 0.893044494673
P15408-1,P35638-1,-
ENSP00000426358.1,Q4KMG9-1, 0.663351813561
P50151,O76015,-
Q9BYQ6,P60410,-
Q9P2K6,Q9BYV2-1, 0.915857127795
P38484,Q6PL45-2,-
Q7L273,Q93062-3,-
Q9NQB0-6,P86478, 0.881070703708
Q9NP55-1,Q9NRY2-1, 0.806637955081
O14964-1,Q8IV33-2, 0.7338211612
O14530-1,O14901-1,-
P25067,O43765,-
Q9BT92,Q9BUH8,-
Q9NRD5-1,Q9NRX1, 0.917086366952
Q8WZA1-1,Q9Y282-1, 0.621061924177
Q5T7W7-1,Q9H2G9-1, 0.900907119429
Q13155,Q15046-1,-
A2RU14,Q7Z7G2,-
Q5JUK2-1,Q99471-1, 0.809105369314
Q8N4B1-1,A0A0C3SFZ9, 0.834702375474
P63146,Q9BSE4, 0.835188917871
P11686,Q8TBE3, 0.700994440328
Q9Y228-1,Q7Z3Y8, 0.880478016335
ENSP00000462298.1,Q9C0C4, 0.891262051344
Q8TD31-1,Q6NUQ1, 0.890137291031
P08779,Q07002-2, 0.868549466942
Q8IY26,Q9BY50, 0.677096817636
O75558,Q8WWY6, 0.678137965798
P61457,P61457,-
Q8N912,Q13520,-
Q8N5A5-2,Q86T90-1, 0.904631691701
Q08345-2,Q9UHD9, 0.923696111856
P62875,O43829,-
Q5T5B0,Q8IWZ5-1, 0.69081305892
P54646,Q5T686, 0.799824300161
Q2TAL8,P40199, 0.774878388189
Q15311,O95995-1, 0.85786300744
P60410,O43597,-
P51798-1,P19397, 0.64922130477
Q9NR28-1,ENSP00000467185.1, 0.706341670417
O15160-1,Q6UY14-1, 0.882665128428
P57081-1,Q9UBP6-1, 0.906290627129
Q8TED1,Q9H2L4, 0.664062899907
Q5JR59-3,Q9NRQ2-1,-
Q96F45-1,Q8IUB9, 0.779472677031
I3L233,Q96ED9-2,-
Q9BWG6-1,Q96LY2-2, 0.666579229602
O43169,Q6UXG8-3, 0.675004315063
O15400-1,O43889-2,-
Q2WGJ6,Q8IWZ5-1,-
O95391,Q9H2H8-1,-
Q13526,Q9BVG8-5, 0.862182327122
O15400-1,Q12846-1,-
Q5J8X5-1,O95471-1, 0.660554084833
Q9H0I2-1,Q96NM4-3, 0.784855118581
Q7RTU3,Q3LI66, 0.821967188123
O43653,O75379-1,-
H7C3J6,A6ZKI3, 0.797533095176
Q8WVX3-1,Q8TBG9-1, 0.695280357501
Q8N9N5-2,Q96QF0-7,-
O14653-1,Q7Z5B4-5, 0.679525679988
P28799-1,Q8IUC1, 0.817009594849
Q5W5X9-3,Q7Z3Y8, 0.901380603748
P25800-1,Q9NYB9-2, 0.913447440607
Q5BJH2-2,Q86VR2-1, 0.832920103081
Q8TAP4-1,Q9NNX1-1, 0.678118582275
A8MUP2,O75716, 0.805528839684
Q04864-2,Q8WVV9-3,-
P60228,Q59EK9-3, 0.897022180746
O00204-1,Q96Q35-2,-
Q68D86-1,Q96PV4,-
P68400-1,Q92997-1, 0.707929906536
ENSP00000493144.1,P0CG20, 0.797058542958
Q9H788-1,O75410-7,-
Q6NSM0,ENSP00000462298.1,-
O76083-1,Q13049,-
Q0VD86-1,Q8N1D0-2, 0.658783751119
Q9HAQ2-1,P14373-1,-
Q9Y4C2-2,Q15427,-
J3KQH6,Q8IUQ4-1,-
Q9UBT2-1,P63165-1,-
O75679-2,Q6ZUJ4, 0.813608524001
A0A0C3SFZ9,O14817, 0.783123646668
Q04637-9,Q99828-1, 0.871187980394
Q5T7P3,Q7Z3S9-1, 0.930582492511
O14964-1,Q13952-2, 0.870048406137
P55081,Q8N7W2-2,-
O95436-2,Q5QGT7, 0.798115349761
Q96GN5-1,Q9UER7-1,-
A0A088AWP1,Q9BVG8-5, 0.898182660864
Q8WVV5-1,O43889-2,-
Q04864-2,Q8IYB1, 0.887002449802
O60941-5,P31321, 0.912264984077
P25800-1,Q9H2G9-1,-
Q96EC8-1,Q96P66, 0.704395053203
O96015,Q5TD97, 0.937413935531
P22234-1,B0QYN7, 0.725827742853
Q8WW24,P43358, 0.927192809653
P19397,P54849-1, 0.756767590181
ENSP00000493036.1,Q86XA6, 0.764116542374
Q6N075-1,Q96BA8-1,-
Q6NUJ2,Q93062-3,-
Q9Y4H4,Q8WXK1, 0.797266635223
Q9P2R7-1,Q969L2, 0.864037869468
P48552,O95751,-
Q9Y252-1,P50222,-
Q9NQT4,Q9UBB9-1, 0.870500485432
P41227-1,P50222,-
Q9Y228-1,Q53GL0-1, 0.725357102491
G5EA50,Q6NT76-1,-
O60238-1,Q9NRQ5,-
P61601,Q03060-25, 0.876318726065
O95429-1,Q99816-1, 0.903809087714
O76083-2,O76011, 0.898895618795
Q9BVI4,Q9UHD9, 0.880093571261
Q13113,Q9BV81, 0.668393047696
Q8TBB1-1,Q9UL41, 0.9038266473
O75934,Q8IUC2, 0.808098342048
P01137,Q5TA76, 0.819749615087
O75593,Q6NVU6, 0.821232022014
A7MD48,Q02040-1, 0.897366677431
B0QYN7,P26371, 0.651945112594
O95125-1,Q6A162,-
P38936,Q9UBB9-1, 0.862139025915
P59990,Q8IUG1, 0.941569028486
Q9BVV2,Q16637-1, 0.892271215229
Q8WV93,Q8N9N5-2,-
P49639,Q9BQ66, 0.94137146838
Q96NT3-2,Q3LI70, 0.853817768502
Q9BW66-1,Q63ZY3-1, 0.877417657972
Q8IVS8-1,Q9NYP9, 0.801233221273
A0A087WWR4,Q96T49-1,-
P32242,Q96PE2, 0.735461334246
Q9H4E7,O95391, 0.754478259137
Q96M61,Q8TBB1-1,-
P63218,Q9UBC2-3,-
P54646,P50570-1, 0.86525291128
Q63HR2-5,Q01546, 0.821131473763
P57086,Q16633, 0.807593748007
Q9NSU2-1,Q9Y320-1,-
P15336-1,P53539-1, 0.906719300734
P61019-1,Q3MII6-1, 0.890362978795
F8WBZ3,Q9NY72,-
Q7Z6J9-1,Q92989-1, 0.925373724733
Q6ZUX7,Q8TDT2, 0.624460013636
Q9BZL1,P78358-1, 0.81848306116
Q9P2K3-2,Q13077-1, 0.887359518409
Q96KV7-7,Q93062-3,-
P49368-1,O60232,-
H0YKB7,Q96N21-1,-
B1ATL7,Q86UW9-1, 0.848325575437
Q03828,Q9H0C1, 0.673838201311
Q16610-1,Q9UHD9, 0.887508151164
Q7Z6R9,O43482, 0.824794587237
Q8N9N5-2,Q8WYQ4-2, 0.711895701857
Q7Z794,Q15323, 0.922616270101
Q9BTE3-2,P33993-1,-
Q9Y223-1,Q15323,-
Q9UI47-1,Q6ZNG0-1,-
P28799-1,Q12837-1, 0.918270105176
Q14802-1,Q9H2K0, 0.693662944203
Q8N912,Q9NZD1-1, 0.68101612983
P37235,Q9NWW9, 0.722483281927
P54619-1,Q6P1W5-2,-
Q9Y5X3-2,Q92624,-
Q96NT3-2,Q9Y2P0,-
Q9Y548-1,Q13520, 0.709818484831
Q9HCN3,Q7Z3S9-1, 0.887113452733
O14641,Q9BQY4,-
P29597,B8A4K4,-
Q14129-1,Q9NRY2-1, 0.925874209848
Q8N3L3,Q96LK0, 0.690238344553
P49585,P49585, 0.934508208951
Q5T686,P60371, 0.90954195263
P13056-2,P10276-1, 0.745303042948
Q96FE5-2,Q9BYQ4, 0.805033914589
Q9NP72-1,Q86VP1-1,-
Q13064,Q2I0M5-1, 0.797928708166
P08294,Q9Y2W7-1, 0.911015284184
Q15942-1,Q8WWV3-1,-
Q9UJX2-1,Q8IUQ4-1,-
A0A087WUI6,Q03252, 0.908166330969
C9JCE0,Q5JR59-3,-
Q8IYR0,Q8N9N5-2,-
Q96LK0,Q9P1Z2-1,-
Q14533,O43482, 0.88122078801
O95817,Q99732-1,-
P60953-2,O14613,-
Q9H8Y8-1,Q9BVG8-5,-
P45983-4,Q9BY84-1, 0.777165016467
A0PK00,Q96HE8-2, 0.662726321012
Q6NTE8-1,Q9NRD5-1, 0.808762242547
Q92979,Q92979, 0.850150837604
Q05516-1,Q05516-1,-
Q9BVG8-5,Q12933-1,-
Q7Z3K3-1,Q06547-2,-
A0A0R4J2E4,A0A088AWP1,-
Q7L5A3-1,O00308-1, 0.849214578672
Q9P2K6,P01189, 0.835237023664
Q6L8H2,Q9BYR5, 0.713714414284
Q96DC9-1,Q8IUQ4-1,-
Q17RD7-3,Q9HCD5,-
Q9H3K6,Q6F5E7,-
Q8TBZ8,Q96KN7-4,-
P13682,Q96BR9, 0.870182073693
O14964-1,Q8HWS3,-
O14530-1,P0C7W6,-
O60341-1,Q86XJ5, 0.820404206205
Q06418,A0A0C4DFQ5,-
Q701N4,P49901, 0.956321857361
Q969Y2-1,Q9UKM9-1, 0.900546973488
Q9NX63,Q86Y26-1, 0.852633474178
P14136-1,P14136-1, 0.908533853691
A0A0C4DG42,Q15915, 0.871678531988
Q96LJ7,Q9BYR7,-
A0A0A0MS70,O43791,-
Q7Z6K5-1,P14373-1,-
Q96NT3-2,Q9BYR7, 0.820062818595
Q96HT8,P49770,-
Q92843-1,Q13323,-
Q9BTE3-2,Q9NRG1-1, 0.852349738171
Q7Z7J5,P61328-2,-
Q9BWC9,G5E962, 0.898673311517
O60711-1,P18206-2, 0.836808562168
P24593,P25024, 0.816262924681
P29218-1,P29218-1,-
Q9P127-1,A7MD48, 0.913965226873
Q9Y2P0,B8A4K4, 0.901857036046
Q96G79-1,Q8N9I0, 0.74828000635
A0A087WXA6,Q9UNL4-1, 0.889765169877
Q8N3C7-1,Q14244-1, 0.780460978048
P20618,A0A087WVE9, 0.776679001309
Q5HY54,Q9UBY9-1, 0.900378973976
P60370,Q02930-4,-
O95429-1,Q8N143, 0.813161946009
O95994,Q6ZR62, 0.675889540312
P86478,Q14511-2,-
Q8WW24,Q5JST6-1, 0.904625766814
P50402,Q8N5R6-4,-
Q8N511,Q9NUH8-1, 0.676128615138
Q63HR2-5,O95201, 0.850775112986
P20700,Q8WWB5-1, 0.859064539663
O75928-2,O95273-1,-
Q9BQ16-1,O43889-2,-
Q9NS69,Q13520, 0.62139737473
P55081,Q9Y2K1-1, 0.872169629522
P29972-1,A0A0B4J227, 0.88351606803
O15482,Q01850, 0.879121460426
P05162,Q9H190-1, 0.905413991494
P80188-1,Q6NZ36-4, 0.825152666234
Q8TC05-1,Q9NSC5-1, 0.849333566527
P50583,Q96D03, 0.902994132494
Q9UQ90-2,P60409,-
P53672,Q9NYG5-2, 0.710119199744
O43609,P57678, 0.882186767351
Q5T5P2-6,Q9NYB9-2, 0.887212986076
Q504T8,Q9H8W4, 0.700094641024
P15622-3,Q9GZM8-1, 0.905054849629
Q7L590-2,Q9Y2I6-1,-
Q9P2Z0,Q96FJ2,-
Q5T754,O76081-6, 0.903417070576
P08579,Q9NRD5-1, 0.922415101554
Q03014,P26371, 0.90636333956
O95833,Q8N228-3, 0.784654719145
Q13137-1,Q2TBE0-1,-
O75177-3,Q8NDC0, 0.866865648795
Q6ICL7-1,Q9NUH8-1,-
P55273,Q3SY00-1, 0.822770005872
Q99697-2,Q9BYR6, 0.795739573655
Q8IYI8,P60370, 0.86095799925
B7ZLH2,P49639, 0.812942487523
Q8N4G4,Q6A162,-
P25791-1,P52272-1,-
A6NJ78-4,P33240-1, 0.787539021022
O14964-1,Q15038-1, 0.910301391432
Q8TD31-1,Q9UL45-1,-
P05813-1,Q93062-3,-
Q9BZW7-1,Q9Y250-1, 0.90873275813
O95393,Q14973, 0.673773234542
J3KQU5,P15884-3,-
O43559,Q8TAV5, 0.799619872747
Q3SYF9,Q7Z6R9, 0.704889745825
Q9BWG6-1,P60410, 0.929797554584
Q9UEU0-1,Q9BUF7-2,-
O15169-2,Q2TAC2-2,-
Q9NRQ2-1,P62987, 0.83497312087
Q96DC9-1,Q9BRK4,-
Q96JC9-1,P26367-1, 0.893897155479
Q5T7P2,P60410, 0.945574805628
Q13895,Q9BUZ4-1,-
Q494V2-2,Q8N0S2-1, 0.844139670257
P86480,Q9BRA0-1,-
Q99519,Q8TED1, 0.633753287311
Q9UKS6,Q9UHV8,-
G5E962,Q9Y237-2, 0.898673311517
Q08623-1,P43358, 0.810099843736
Q5T619,Q7Z3S9-1, 0.884559240041
P60412,Q92625-1, 0.80960707669
Q8NHQ1-1,Q9H788-2,-
P47897-1,Q13422-7, 0.85274486005
Q7Z3S9-1,Q9Y2V2, 0.920643319137
P58505-1,Q7Z3Y8, 0.88777562868
Q8N6Y0-1,Q969V4, 0.867030746806
Q8N6W0-1,Q3LI66, 0.807244976627
P35268,Q8TBK6-1, 0.76213964185
Q3B820-1,Q96KQ7-1,-
Q9Y4X4-1,Q9NVV9-1,-
Q06455-4,Q8NA61-2, 0.870795309921
O43741-1,P61289-1, 0.92020660559
P09601,Q9H5J4,-
Q5W5X9-3,Q9BXU3, 0.889121129844
O14929,P50222,-
Q8N5R6-4,Q9Y5B8-1, 0.878040878189
Q7Z3B4-1,P37198,-
Q05329,Q8N8Q1-1, 0.78873128465
Q7L2R6-2,Q8N6Y0-1,-
Q86WT6-2,Q86WT6-2,-
Q8NHS1,Q7Z5P4-1, 0.687454141663
H7BZ61,Q9BRK4, 0.877331676738
O95198-1,O95198-1,-
P17735,Q05086-2, 0.894000026034
C9JLZ7,Q6A162,-
O00526,O15393-1, 0.811712338566
O75355-2,Q3SXY8-1, 0.661965905577
P15336-3,P45984-1,-
P78382-1,Q9HA82, 0.7372424669
P43268-3,Q13485, 0.833483829375
Q9Y242,Q8NI38-1, 0.655860943397
Q8N6Y0-1,Q9BYU1, 0.830779746323
Q9UNY4-1,Q99081-3,-
Q9HAQ2-1,P51114-2, 0.881555884593
Q9H0E2-1,Q9BQY4,-
Q99469,P78424-1, 0.885965640765
O14735-1,P11912-1,-
Q96CV9,Q9BUY5, 0.816622487794
O60883,Q9GZR5, 0.672696551969
Q5MJ09,Q9BTE6-2, 0.717691435381
O14639-4,Q9Y3Q8-1,-
H7C1I7,Q06455-4,-
Q9P127-1,P60370,-
C9IZ47,Q8NF64-3,-
Q96MM6,O43301, 0.811907581386
P12814-1,Q13426-2,-
Q96GN5-1,A0A0C4DH12,-
Q8N3L3,Q9NZ72-1, 0.71099180509
Q69YI7-1,O95416,-
O43617-1,P0DI81-1, 0.925519924296
Q9NX04-1,Q8TD17-1,-
Q68D86-1,Q6NX45, 0.706674979906
Q8NHW4-1,O00258-1, 0.690852244428
Q96ED9-2,Q96K30-1,-
P61968,O43679-1, 0.911202560588
Q96CS2-1,Q86WT6-2,-
Q15014,Q5H9J7, 0.846445400524
O60573-1,Q96R06,-
O15499,Q712K3, 0.819704922048
Q6RVD6-1,Q93062-3,-
Q13064,Q8N1L9-2, 0.812634544956
P49639,Q8IWZ5-1, 0.904753373791
Q9H788-1,P43360, 0.905965730039
Q7L775,Q9NZV7, 0.927748546918
Q86UF1,Q96B21, 0.698775711098
O00180,P27105-1, 0.686174890808
Q9H6Z4-3,Q96IK5,-
O15400-1,Q14973, 0.651665861629
Q969R5-1,Q9H0U9, 0.787534359145
Q9Y4B5-4,Q9H3H3-1,-
Q9UHB4-1,O95995-1, 0.899797280619
O76003,P26371, 0.911357529823
Q9BYQ4,Q9BYR5,-
ENSP00000462298.1,Q8IWZ5-1,-
Q53EP0-3,Q15645-1,-
Q9Y2B5-1,Q9Y2B5-1, 0.897969793512
Q8WWY3-1,Q9UJV3-2, 0.906558045998
Q9UJX0-2,A8MW99,-
Q96RF0-1,Q16082, 0.784499127103
Q96BI1,Q96MV1, 0.657901345722
O43251-10,Q6ZRY4-1, 0.931506972122
P27658,Q0VD86-1, 0.878839401397
H7C0T3,Q9HAP6-1, 0.720246196157
Q8TAF8,O75712,-
Q8N9N5-2,Q9NQ87, 0.805658229813
Q8TEB9-1,Q99942, 0.840006003128
H0YH91,P60953-2, 0.733230146276
O95630-1,Q9Y3E7-1,-
ENSP00000462298.1,Q07912-2,-
O76003,Q6FI81-1,-
P27449,Q9H6H4-1,-
Q9UNF0-1,Q9UKS6, 0.867248943571
P38919,P50221-1, 0.885164961019
O15160-1,Q70EL1-9, 0.892997931288
F6RP06,Q969F0, 0.931640643761
Q3LI67,Q03989-5, 0.825071280316
P25791-1,O43679-1, 0.932901353823
Q9H902-1,Q9NV29, 0.690783173081
Q53FD0-2,Q86YD7, 0.673242647109
A0A096LP21,P56279, 0.856851413701
Q96EQ0,P11441, 0.797297701035
P51451,Q96Q35-2, 0.878283745244
Q96D03,Q9BW92-1,-
O95817,Q15038-1,-
Q8NEC5,Q9H5F2, 0.801734652428
P21918,ENSP00000462298.1, 0.884138111955
B8A4K4,Q86UU5-1, 0.91918181477
Q9HAQ2-1,Q9H257-2,-
Q8TC57-1,P32243-2, 0.860288391641
Q96NT3-2,P49639, 0.893694793957
Q9UL45-1,Q2T9L4, 0.924835194996
P42681,Q86XJ5, 0.815233472687
Q12837-1,Q5T749, 0.924329821072
P50222,P62191-1,-
Q9H6L4-1,P15884-3,-
O43521-1,Q92843-1, 0.86708334156
Q9P0S3,F5GZ20, 0.684447625628
Q9Y333,Q04864-2,-
Q9GZV7,Q8N9N5-2, 0.919900895473
Q14511-2,P36508-1, 0.859094450689
Q86VI1,Q9UBB9-1, 0.885936236526
Q2TAL6,P49639, 0.932869083318
P01308-1,Q8IUG1, 0.941569028486
Q6ZUI0,Q99675, 0.721579851224
Q16204,Q86Y25,-
P60228,Q5JXC2-1, 0.74954397989
O00501,Q08426-1, 0.695001923615
Q8IYI6,Q8TDC0-1, 0.700645219828
Q8NB12,Q9BVJ6-1, 0.778613905471
Q6ZUI0,P55056,-
P01100-1,P61952,-
O60437,Q4G0X4, 0.834550664066
Q15560-1,Q96JC9-1, 0.904474390697
Q14232-1,Q14232-1,-
O00757,P09467,-
Q5HYW2,Q96KQ4, 0.873144192938
Q9NVC3-1,Q9UM44-1,-
Q06455-4,Q5JST6-1,-
