Uniprot_A	Uniprot_B
Q14315	Q92629
Q13326	Q14315
Q14315	Q13326
Q92629	Q14315
Q92629	Q14315
P08107	P27695
P20783	P20783
P34130	P34130
P23560	P34130
O76003	Q04759
Q04759	O76003
Q04759	O76003
O76003	Q04759
O76003	Q04759
O95628-5	A5YKK6
Q9UFF9	A5YKK6
O75175	Q9UFF9
Q9NZN8	A5YKK6
P31384	Q60809
P31384	Q9UFF9
O75175	Q9UFF9
P61769	Q30201-1
P61769	P02786
P04632	P17655
P04632	P17655
ensembl:ENSG00000271503	P15976
ensembl:ENSG00000271503	P23769
ensembl:ENSG00000271503	P23771
P63104	Q01113
P63104	Q01113
P63104	Q01113
P63104	Q01113
P63104	Q01113
P29311	O92972-PRO_0000278742
O92972-PRO_0000278742	P35213
O92972-PRO_0000278742	P62258
O92972-PRO_0000278742	P62258
Q5VT25	O92972-PRO_0000278742
O92972-PRO_0000278742	P62258
O92972-PRO_0000278742	P62258
O92972-PRO_0000278742	P62258
P35813	Q92997
P35813	P35222
P35813	O15169
P35813	O15169
P63208	Q9UKB1
P25963	Q9Y297
Q9Y297	P63208
Q9Y297	Q13616
Q13616	Q9UKB1
Q9Y297	Q9Y297
Q9UKB1	Q9Y297
Q9UPY8	O95996
Q9UPY8	O95996
O95996	Q9UPY8
O95996	Q9UPY8
O95996	Q9UPY8
Q15691	O95996
Q15691	O95996
O95996	Q9UPY8
O95996	Q9UPY8
O95996	Q15691
O95996	Q13625
Q13625	O95996
Q13625	O95996
O95996	Q13625
P08575	Q92854
P08575	P20273
Q14192	P33993
P01637	P01857
O15360	O15287
P23246	P26599
Q14192	P10275
Q14192	P10275
O60264	Q9NRL2
O60264	Q9NRL2
Q05397	P29317
Q05397	P29317
P29317	Q06124
Q05397	P29317
P15153	P52566
P15153	P52566
P20659	P20659
Q03164	Q03164
P20659	P20659
Q9VW15	Q9VW15
Q03164	Q03164
P20659	P20659
Q9VW15	Q9VW15
Q03164	Q03164
P20659	P20659
Q9VW15	Q9VW15
P20659	P20659
P20659	P20659
P06239	Q9H204
P35570	P06213
P35570	Q06124
P18031	P35570
P35570	P10586
P18433	P35570
P35570	P18031
P18031	P62993
P18031	P35570
P18031	P62993
P62993	P35570
P27986	P35570
P46108	P35570
Q06124	P35570
Q92835	P19235
P29350	Q9UKJ1
P29350	Q6GTX8
P62993	P29350
P29350	P78324
P29350	Q9UKJ1
P29350	Q9UKJ1
P29350	Q9UKJ1
P29350	Q9UKJ1
Q9Y5S9	P61326
Q9Y5S9	P61326
P61326	Q9Y5S9
P61326	Q9Y5S9
Q8BLR7	Q14451
Q14451	Q92730
Q92730	Q14451
Q92730	Q14451
Q92730	Q14451
Q9UBU9	P52948
P78406	Q9UBU9
Q9UBU9	Q92973
P35658	Q9UBU9
P37198	Q9UBU9
Q9UBU9	Q9BUJ2
P49790	Q9UBU9
Q9UBU9	Q92973
Q9UBU9	P78406
Q9BUJ2	Q9UBU9
P07830	P06396
P35240	P0DPB4
P0DPB3	P0DPB3
P0DPB4	P35240
P0DPB3	P35240
P0DPB3-1	P35240-4
P0DPB3-1	P35240
P0DPB3-1	P35240-1
Q9UER7	P29590
Q9UER7	P29590
Q9UER7	P29590
Q13976	Q9JMB0
Q9JMB0	Q13976
Q13094	O15117
Q13094	O15117
P31696	P05067-PRO_0000000093
O00468	P05067-PRO_0000000093
P05067-PRO_0000000093	P31696
P31696	P05067-PRO_0000000093
O00468	P05067-PRO_0000000093
O00468	P05067-PRO_0000000093
Q04631	Q02293
Q04631	P01116-2
P51610	Q06547-1
P51610	Q06547-2
P51610	Q06547-2
Q06547	P51610
P51610	Q06547-2
P51610	Q06547-2
P51610	Q06547-2
Q06547-2	P51610
P51610	Q06547
P51610	Q06546
P51610	Q06547
P51610	Q06546
O43889-2	P29846
O43889-2	P29846
O43889-2	O43889-2
O43889-2	P29846
O43889-2	P29846
O43889-2	P29846
O43889-2	P29846
O43889-2	P29846
O43889-2	P29846
P19803	P60953-2
P56817	P05067
P56817	P05067
P22681	Q96B97
P22681	Q96B97
Q96B97	P22681
P22681	Q96B97
Q06124	O95297
Q06124	O95297
Q9WVQ1	P84024
Q9WVQ1	P27037
Q9WVQ1	P27037
Q9WVQ1	P84024
P38444	O88382
P38444	P84025
P36544	P05067
P36544	P05067-PRO_0000000092
P36544	P05067-PRO_0000000092
P36544	P05067-PRO_0000000092
P05067-PRO_0000000092	Q05941
Q9UFW8	ensembl:ENSG00000102081
Q9UFW8	intact:EBI-9538855
P14921	Q9UER7-1
P14921	Q9UER7-1
Q9UER7-1	P14921-1
Q9UER7-1	P14921-2
P14921-1	Q9UER7-1
P14921-2	Q9UER7-1
Q9UER7-1	Q9UER7-1
P14921-1	Q9UER7-1
Q9Y2T1	P62714
Q9Y2T1	P62714
P62714	Q9Y2T1
P62714	Q9Y2T1
P12931	P18433
P00523	P18433
P19793	P10276
Q03392	Q03392
P30261	Q03392
P30261	Q03392
Q03392	P30261
P30261	P87324
Q03392	P30261
P30261	Q03392
P38936	Q03392
P47110	Q03392
P87324	Q03392
P87324	P30261
P30261	P87324
P45973	P46100
P46100	P45973
P03129	P10914
P03129	P10914
P10914	P03129
P10914	P04020
P10914	P03129
Q09472	P06790
P06790	Q09472
Q6ZRS2	P27958-PRO_0000037576
P27958-PRO_0000037576	Q6ZRS2
P43403	P20963
P43403	P20963
Q06124	P16284
Q06124	P16284
P40855	O60683
O96011	P40855
P40855	O00623
P40855	Q92968
O00623	P40855
P40855	Q92968
P40855	P56589
P40855	O75381
O43808	P40855
P28288	P40855
P40855	Q9UBJ2
P46108	P49024
P46108	P49024
P29353	P26954
Q9UQC2	P29353
P29353	P26954
Q9UQC2	P29353
P29353	P26954
P29353	Q92835
P29353	P26954
P29353	P32927
P63000-1	P35465
Q9JKS6	Q9Z0S9
Q9JKS6	Q9Z0S9
P63011	P47708
Q9UI14	Q9JKS6
Q9UI14	Q9Z0S9
Q9Z0S9	Q9JKS6
Q9JKS6	O88778
Q9JKS6	P19490
Q9JKS6	O35394
O35394	P07825
P07825	P63045
P07825	O35394
P07825	P63012
P60953	Q15642
Q06330	Q13573
Q13573	Q06330
Q06330	P39736
Q22836	Q06330
Q9Y618	Q13573
Q13573	Q9Y618
Q9Y618	Q06330
P46531	Q13573
P46531	P39736
Q22836	P46531
Q13573	P46531
Q06330	P46531
Q06330	P46531
P46531	Q13573
P30305	P31946
Q04917	P30305
P30305	P63104
P30305	Q04917
P63104	P30305
Q04917	P30305
Q15811	Q07889
Q15811	Q07889
Q07889	Q15811
Q15811	Q07889
Q15811	Q07889
Q15811	Q07889
Q9Y6D5	Q9Y6D6
Q9Y6D5	Q9Y6D6
Q9Y6D5	Q9Y6D6
P03259-2	P16220
P03259-2	P18846
Q92793	P03259-2
P03259-2	Q92793
P03259-2	P16220
P18846	P03259-2
P03259-2	Q92793
P42768	P42768
P42768	P42768
O96017	P04637
O96017	P30304
P62315	P57678
P57678	P62320
P62303	P57678
P62317	P57678
Q9UHI6	P57678
P57678	P14678
P62317	P57678
P62303	P57678
P57678	P62315
Q9UHI6	P57678
P57678	P14678
P62320	P57678
Q9UHI6	P57678
P29066	P55085
P29066	P55085
P29066	P55085
P29066	P11345
P29066	P55085
P29066	P11345
P29066	P55085
P29066	P11345
P29066	P55085
P55085	P11345
P29066	Q63645
P29066	P11345
P11345	P29066
Q9WUD9	P70600
P78352	Q15303
Q13425	Q15303
Q15700	Q15303
Q92796	Q15303
P78352	Q15303
Q15303	P78352
P78352	Q15303
P78352	Q15303
P18054	P13647
P02545	P18054
P16144	P18054
P18054	Q96RU8
P16144	P18054
P13647	P18054
P18054	Q96RU8
P18054	P02545
P18054	P13647
P13647	P18054
P18054	P13647
P18054	P13647
P18054	P02545
P02545	P18054
P13647	P18054
Q60680	P25963
Q60680-2	P25963
P25963	Q60680-2
P25963	Q60680-3
P25963	O15111
Q60680	O14920
O14920	Q60680-3
Q99558	Q60680
Q60680-2	Q99558
O14920	Q99558
Q60680-2	Q99558
Q60680-2	Q99558
P46108	P09619
P46108	P16234
P51946	P32780
P51946	Q01831
P51946	P19447
P19447	P54727
P19447	P54727
Q01831	P32780
Q01831	P32780
Q01831	P19447
P19447	Q01831
Q60520	Q08705
Q08705	P49711
Q15326	P03255
Q15326	O75376
Q06413	Q9Z2V6
Q02078	Q9Z2V6
Q14814	Q9Z2V6
Q02078	Q9Z2V6
Q9Z2V6	Q14814
Q9Z2V6	Q06413
Q9UQL6	P62258
Q9UQL6	P62258
P48052	P81511
P43351	P43351
P43351	P43351
P12694-1	P21953-1
P12694-1	P21953-1
P12694-1	P21953-1
Q9UMZ2	Q9UJY4
Q9UJY4	Q15276
Q9UMZ2	Q9UJY5
P84080	Q9UJY4
P84080	Q9NZ52
Q9UJY5	P84080
P84080	Q9UJY5
P84080	Q9UJY4
P84080	Q9NZ52
P51432	Q15599
Q15599	P51432
Q15599	P51432
Q15599	P51432
P51432	Q15599
P51432	Q15599
Q61625	Q9WU22
Q9WU22	Q12879
Q9WU22	Q12879
Q9WU22	Q12879
Q9WU22	Q61625
Q61625	Q9WU22
Q12879	Q9WU22
Q12879	Q9WU22
Q61625	Q9WU22
Q07666	Q99873
Q99873	Q07666
Q99873	Q07666
O75554	Q07666
Q07666	O75554
Q07666	Q8N3X1
Q07666	Q8N3X1
Q07666	O75554
O75554	Q07666
Q07666	Q8N3X1
Q07666	Q8N3X1
Q5TCQ9	P60484
Q5TCQ9	P60484
O14514	Q5TCQ9
Q13224	Q5TCQ9
Q5TCQ9	P60484
P60484	Q5TCQ9
Q5TCQ9	Q13224
Q5TCQ9	O14514
P60484	Q5TCQ9
Q5TCQ9	P60484
Q07157	Q5TCQ9
O97758	Q5TCQ9
P30626	P49810
P49810	P30626
Q9JIL3	Q63009
O70467	Q63009
Q12906	Q99873
Q12906	Q99873
Q9JIL3	Q63009
O75771	O43543
P25454	O75771
O43543	O55230
P15923-1	Q15672
Q15672	P15923-1
Q15672	P15923-1
Q15672	P15923-1
P50463	P11277
P50463	P11277
P50463	P11277
P50463	P10085
P50463	P11277
P50463	P11277
P50463	P11277
P50463	P11277
P11277-2	P50463
P50463	A0A140UHX6
P50463	A0A140UHX6
P35569	P18031
P18031	P15208
P43403	P20963
P27986	P09619
P43403	P20963
P27986	P09619
O35387	Q13563
Q13563	O00165
Q13563	O35387
Q13563	O35387
Q62910	Q8CBW3
Q99962	Q62910
Q99961	Q62910
Q99963	Q62910
"chebi:""CHEBI:73001"""	P02647
"chebi:""CHEBI:73001"""	Q8WTV0
"chebi:""CHEBI:73001"""	Q8WTV0
Q8WTV0	P02647
P29350	Q6GTX8
P29350	Q6GTX8
P29350	Q6GTX8
P29350	Q6GTX8
P05107	Q9UNS2
P05107	Q9UNS2
Q9UNS2	P05107
P46939	Q9Y4J8
Q9Y4J8	Q13474
Q9Y4J8	P11532
Q9Y4J8	P46939
Q14118-PRO_0000021066	P46939
P46939	Q14118-PRO_0000021066
P46939	Q14118-PRO_0000021066
P46939	P62150
P98082	P98164
P98164	P98082
P98082	P98158
P98158	O88797
P98158	O88797
P06730	Q13541
P31946	P30291
P31946	P30291
Q16531	Q7Z569
Q9UNS2	Q16531
"chebi:""CHEBI:48828"""	intact:EBI-27075877
"chebi:""CHEBI:48828"""	P17301
P06400	P03129
P03255	P06400
P06400	O00716
P03255	P06400
P06400	Q13547
P06400	Q99708
Q12959	Q96KB5
Q96KB5	Q12959
Q96KB5	Q12959
Q96KB5	Q12959
Q96KB5	Q12959
Q96KB5	Q12959
Q12959	Q96KB5
Q96KB5	Q96KB5
Q96KB5	P02686
P06493	Q96KB5
O08686	Q01147
P16951	O08686
O08686	P16220
P52435	Q9NY61
Q9NY61	Q99708
Q99708	Q9NY61
P52435	Q9NY61
Q9NY61	Q99708
Q14191	Q14191
Q14191	P12956
Q14191	P13010
Q14191	P12956
Q14191	P13010
P13010	P12956
P13010	Q14191
Q14191	P12956
Q14191	P13010
P35609	Q61824
Q61824	P35609
P35609	Q61824
P41240	Q9NWQ8
Q8TDR0	Q13114
Q13114	Q8TDR0
Q13114	Q8TDR0
Q8TDR0	Q13114
Q8TDR0	Q13114
Q13114	Q8TDR0
Q8TDR0	Q13114
Q8TDR0	Q13114
O43823	Q15021
O43823	Q15021
Q92643	O43292
Q92643	O43292
intact:EBI-9825770	P03070
intact:EBI-9825770	P11387
O00410	P27958-PRO_0000037576
O00410	P27958-PRO_0000037576
P27958-PRO_0000037576	O00410
O00410	P27958-PRO_0000037576
O00410	P27958-PRO_0000037576
O14836	Q9Y275
Q9Y275	Q02223
Q15942	Q8N8S7
Q15942	Q03173
P14923	P16284
P16284	P14923
P16284	P35222
P16284	P15924
P16284	P14923
P16284	P35222
P14923	P16284
Q08481	Q02257
Q08481	Q02248
Q08481	Q02257
Q08481	P35235
Q08481	Q02248
P16284	P14923
P16284	P14923
P12931	P16284
P16284	Q02156
Q08481	Q02257
Q08481	O35558
Q08481	P35235
Q08481	Q02257
P16284	P08670
P15924	P16284
P15924	P16284
P14923	P16284
Q9NR33	Q9NRF9
Q9NR33	Q9NRF9
Q9NRF9	P56282
Q9NRF9	Q07864
Q9NRF9	Q9NR33
P56282	Q9NR33
P56282	Q9NRF9
P56282	Q07864
Q07864	Q9NR33
Q07864	Q9NRF9
P56282	Q9NR33
P56282	Q9NRF9
P60953-2	P35465
P04626	O00750
P04626	O00443
P00533	O00443
P00533	O00750
O00750	P00533
O00750	P09619
O00750	P00533
O00750	P00533
O00750	P00533
O00750	P00533
P04626	O00750
P00533	O00750
Q9NRA1	Q9NRA1
P16234	P01127
P16234	P01127
P16234	Q9NRA1
P16234	P01127
P16234	P01127
Q9NRA1	P16234
P09619	P01127
P09619	P01127
P09619	P01127
Q9UMX1	Q9NRP7
Q9NRP7	Q9UMX1
Q9NRP7	P08151
Q9NRP7	Q8K0K3
P10071	Q9NRP7
P62136	P41236
P41236	P36873
P42566	Q9JJ50
Q9JJ50	P42566
Q13077	Q9NS68
Q9NS68	Q12933
Q9NS68	O00463
P28827	P28827
P28827	P28827
O15169	P25054
O15169	O15169
O15169	P25054
P19174	O43561
P27986	O43561
P62993	O43561
P27986	O43561
P62993	O43561
P19174	O43561
P27986	O43561
P27986	O43561
P62993	O43561
P62993	O43561
P48509	P26006
P48509	P23229
P48509	P16144
P48509	P26006
P48509	P16144
P48509	P26006
P48509	P23229
P35609	P22460
P35609	P22460
P22460	P35609
P22460	P35609
P22460	P35609
Q9H3M7	P10599
P10599	Q9H3M7
P49023	P06931
P06332	P51682
P51681	P01730
P61073	P01730
P61073	P03377-PRO_0000038388
Q02447	P03372
P03372	Q02447
P27986	P10747
O75791	P10747
P27986	P10747
O75791	P10747
Q9Y6C2	Q9Y6C2
Q9Y6C2	Q9Y6C2
Q03692	Q03692
Q9Y6C2	Q9Y6C2
P09619	Q12913
P09619	Q12913
P09619	Q12913
P42858	P04637
P04637	P42858
P42858	Q92793
Q92793	P04637
P04637	Q96ST3
Q96ST3	P42858
P04637	P42858
P04637	P42858
P84103	Q64368
P84103	intact:EBI-7286218
Q64368	P84103
Q13242	Q64368
P70271	Q15654
Q64512	Q15654
P70271	Q9Z1Y4
Q9Z1Y4	Q64512
P50479	Q12923
P50479	Q15654
P50479	Q9Z1Y4
P70271	Q9Z1Y4
P70271	Q9Z1Y4
Q99459	Q12972
Q12972	Q99459
Q92736	P17612
P68106	Q92736
P68106	Q92736
Q13023	Q92736
P21802	P09038
P11362	P05230
Q07021	Q15139
Q07021	Q15139
Q07021	Q15139
Q07021	Q15139
Q15139	Q07021
Q07021	Q15139
P17252	Q07021
Q05655	Q07021
Q07021	Q05513
Q07021	Q15139
Q15139	Q07021
Q15139	Q15139
Q15139	Q15139
Q15139	Q07021
Q15942	O95835
O95835	Q15942
O95835	Q15942
Q15942	O95835
Q15942	O95835
O95835	Q15942
Q15942	O95835
O95835	Q15942
O95835	Q15942
O95835	Q15942
O60762	Q9P2X0
O60762	O94777
O60762	O94777
O60762	Q9P2X0
Q9P2X0	Q9Z325
Q9P2X0	Q9Z325
Q9P2X0	O60762
Q9P2X0	O94777
Q15464	P26618
Q6PD21	P26618
P22087	P17844
P17844	P22087
P22087	P17844
P22087	P17844
P22087	P17844
P17844	P22087
G3HNP4	G3HCT4
P63103	P29172
P31946	P29172
P29172	P00517
P29172	P63104
P29172	P63104
P63244	P03206
P63244	P03206
P03206	P63244
P63244	P03206
P63244	P03206
P17252	P17252
P03206	P17252
P08631	P00519
P00519	P08631
P08631	P00519
P00519	P08631
P00519	P08631
Q13835-2	P15924
P02533	P13647
P02533	Q13835-2
P05783	P05787
P05783	P05787
P05783	Q13835-2
Q13835-2	P08670
Q13835-2	P19012
Q13835-2	P05783
Q13835-2	P05783
P02533	Q99959
Q13835-2	P02533
Q13835-2	P13647
P13647	Q13835-2
P08670	Q99959
Q13835-2	P08670
Q13835-2	P05787
P05787	Q13835-2
Q99959	P13647
P05787	Q99959
P05783	Q99959
P15924	Q13835-2
Q13835-2	P31001
Q13835-2	P05787
Q13835-2	P05783
P08670	Q13835-2
O60880	Q99704
O60880	Q99704
P06396	P68133
P06730	Q9NRA8
Q9NRA8	P06730
Q9NRA8	P06730
Q9NRA8	Q14974
Q9NRA8	P55060
P43246	Q9UQ84-1
P52701	P43246
Q9UQ84-1	P43246
Q9UQ84-4	P43246
Q9NQZ3	Q96EP5
Q9NQZ3	Q15038
Q9NQZ3	Q92904
Q96EP5	Q9NQZ3
Q9NQZ3	Q9NQZ3
Q96EP5	Q92904
Q15038	Q9NQZ3
Q15038	Q92904
Q9NQZ3	Q15038
Q9NQZ3	Q96EP5
intact:EBI-986894	Q96EP5
intact:EBI-986894	Q9NQZ3
intact:EBI-2133368	Q9NQZ3
intact:EBI-2133368	Q96EP5
intact:EBI-2133369	Q96EP5
P04792	Q04637
Q12959-2	Q9NQT8
Q9NQT8	Q12959-2
Q9NQT8	Q12959
Q9NQT8	Q12959-2
Q9NQT8	P78352-2
P42768	O15143
O15143	P42768
P35240-3	O14964-2
P35240-3	O14964-2
P35240-3	O14964-2
P35240-1	O14964-1
P35240-1	O14964-1
P35240-1	O14964-2
P35240-3	O14964-1
P35240-3	O14964-2
P35240	O14964-1
P35240	O14964-1
P31946	P49796
Q13315	P04637
Q9Y6Q9	Q09472
Q9JLI4	P04625
P10827	Q9JLI4
Q9JLI4	P10828
Q9JLI4	P19793
Q9JLI4	P06748
Q9JLI4	P03372
Q14686	P10912
Q9JLI4	P10912
P10827	Q14686
P10828	Q14686
P06748	Q14686
P19793	Q14686
P03372	Q14686
Q14686	P11473
Q9JLI4	P11473
P10827	Q14686
P10828	Q14686
P06748	Q14686
P19793	Q14686
P03372	Q14686
P10912	Q14686
P11473	Q14686
Q14686	Q14686
Q9JLI4	Q9JLI4
P10827	Q9JLI4
P19793	Q9JLI4
Q9JLI4	P10276
Q9JLI4	P03372
P10912	Q9JLI4
P11473	Q9JLI4
Q92793	Q14686
P06241	Q14289
P06241	Q14289
Q9QYY0	P16056
Q9QYY0	Q60631
Q60631	Q9QYY0
Q9QYY0	Q80UI5
Q9QYY0	P98083
Q62077	Q9QYY0
O15357	Q9QYY0
Q8R5B8	Q9QYY0
O15357	Q9QYY0
Q9QYY0	Q80UI5
P08581	Q9QYY0
Q60631	Q9QYY0
P46109	Q9QYY0
Q9QYY0	Q80UI5
P46109	Q9QYY0
O15357	Q9QYY0
Q9QYY0	O15357
Q80UI5	Q9QYY0
Q9QYY0	P46109
Q80UI5	Q9QYY0
Q9QYY0	O15357
P51610	Q9NS37
P51610	Q9NS37
Q9NS37	P51610
Q9NS37	P51610
P51610	Q9NS37
P51610	O43889
O75771	O43543
O43543	O75771
O75771	O43543
O75771	O43543
O75771	O43543
O43543	O75771
O43543	O75771
P63165	P03116
P63279	P03116
P03116	P63279
P53762	intact:EBI-959877
P53762	Q61221
Q61324	intact:EBI-959877
Q61324	Q61221
P38936	P27958-PRO_0000037566
P27958-PRO_0000037566	P38936
P38936	P12004
P38936	P27958-PRO_0000037566
P38936	P12004
P09884	P04014
P04014	P09884
P11802	Q77Q36
Q00534	Q77Q36
Q77Q36	Q00535
Q77Q36	P24941
P04637	P04637
P04637	P04631
P04637	P04631
Q9NS87	P46013
P46013	Q9NS87
P46013	Q9NS87
Q9NS87	P46013
P62158	O95259
O15554	P62158
O95259	P62158
Q99836	Q13158
Q99836	Q13158
O43353	Q9Y6K9
Q9Y6K9	Q13546
O14836	Q9Y275
P49771	P49771
P12643	P36894
P12643	P36894
P10276	P28700
P19793	O18924
O14543	P19235
P21583	P21583
P07359	P63104
P27986	P63104
P62993	P11274
P84198	P63104
P84198	P63104
P84198	P63104
P84198	P63104
P04049	P63104
P84198	P63104
P54845	Q9XSK0
Q9XSK0	P54845
P54845	Q9XSK0
P54845	Q9XSK0
P54845	Q9XSK0
P04326	P53999
P04326	P53999
P04326	P53999
P23025	Q9NS23
P18031	P56945
P18031	P56945
P30542	P21728
P30542	P21728
Q12933	Q15628
Q9Y692-2	Q9Y692-2
Q9Y692-2	O88873
Q9Y692-2	O88873
O88873	O88873
Q9Y692-2	Q9Y692-2
Q9Y692-2	O88873
Q9Y692-2	O88873
O88873	Q9Y692-2
P50591	O00220
P50591	Q14790
P50591	Q13158
P50591	O14763
P50591	O00220
P50591	Q14790
P50591	Q13158
P50591	O00220
P50591	Q13158
P50591	Q14790
P50591	O00220
P50591	Q13158
P50591	O14763
P50591	Q14790
P50591	Q14790
P50591	Q13158
P50591	O14763
P97879	Q9JHZ4
P54256	P97879
P97879	Q3MUI2
Q9QXY2	P97879
Q12914	P97879
Q9JHZ4	P97879
Q9JHZ4	P97879
P97879	Q9JHZ4
Q9JHZ4	Q9WTW1
Q9JHZ4	P97879
P97879	P19491
P19491	Q9JHZ4
Q9JHZ4	P97879
P29460	P29459
Q64368	Q64368
Q9NQZ3	Q64368
Q64368	Q64368
Q9UBW5	O00499
O00499	Q9UBW5
P50553	P15884
P50553	P15884
P50553	P15884
P15884	P50553
P50553	P15923
P15923	P50553
P15884	P15884
P50553	intact:EBI-957195
P50553	P15884
intact:EBI-957195	P15884
intact:EBI-957195	P15923
P50553	P15884
P50553	P15923
P50553	P15884
P62994	Q14118
P05556	Q14192
Q14192	Q14192
Q14192	Q9UBZ9
Q14192	Q13683
P26006-1	Q14192
P05556	Q14192
Q14192	Q14192
Q14192	Q13683
Q14192	P26006-1
Q9UBZ9	Q14192
Q15311	Q96CW1
Q96CW1	Q15311
Q15311	Q96CW1
P31431	O14908
O14908	P17252
P34901	O08992
P34901	Q9Z0G0
Q99JZ0	P34901
P62993	Q13480
Q13480	P62993
Q9UQC2	P62993
O75791	Q13480
P62993	Q13480
P62993	Q13480
P08581	Q13480
P04271	P31949
P06703	P04271
P23297	P04271
P04271	P04271
P04271	P04271
P04271	P04271
P06703	P06703
P04271	P06703
P04271	P06703
P31949	P31949
P04271	P31949
P31949	P04271
P23297	P23297
P23297	P04271
P23297	P04271
P04271	P04271
P04271	P31949
P04271	P23297
P04271	P06703
P04271	P06703
P04271	P31949
P07900	P47897
P14868	P07900
P07900	P56192
P41252	P07814
P07814	P07900
P07814	P41252
P07814	P07900
O95273	P15923-1
P41134	P15923-1
Q02363	P15923-1
P15923-1	Q02535
P15923-1	P01009
O95273	P15923-1
P15923-1	Q02363
P15923-1	P15172
O95273	P15923-1
Q02363	P15923-1
P15923-1	P15172
P15923-1	P15923-1
P25445	Q12923
Q86VP1	Q9Y4K3
Q86VP1	Q9Y4K3
Q86VP1	Q86VP1
P33767	P53622
P33767	P43621
P33767	P40509
P53622	P41811
P53622	P40509
P40509	P41811
P41811	P53622
P53622	P41811
P53622	P41811
P41810	P43621
P53622	P41810
P41811	P41810
P32074	P40509
P41810	P84077
P41810	P84077
P84077	P40509
P40509	P84077
P41811	P38682
P38682	P32074
P38682	P84077
P38682	P84077
P35197	P84077
P35197	P84077
Q27954	P35605
P41811	P32074
P32074	P53600
P53622	P41811
P53622	P41810
P53622	P43621
P53622	P40509
P53622	P32074
P07949-2	P42574
Q9NYL2	Q9NYL2
Q9UBU9	Q08211
Q9UBU9	Q08211
Q9UBU9	Q08211
Q9UBU9	Q08211
Q9UBU9	Q08211
Q08211	Q9UBU9
intact:EBI-867155	Q08211
intact:EBI-867155	Q9UBU9
Q14697-1	P14314
Q14697-2	P14314
"chebi:""CHEBI:91122"""	P14314
"chebi:""CHEBI:91122"""	Q14697-1
"chebi:""CHEBI:91122"""	P14314
"chebi:""CHEBI:91122"""	Q14697-2
"chebi:""CHEBI:5717"""	P14314
P14314	Q14697-2
"chebi:""CHEBI:5717"""	P14314
P14314	Q14697-1
Q14697-1	P14314
Q60989	Q9NR28
Q60989	Q9NR28
Q13490	Q9NR28
Q13489	Q9NR28
O95251	P10275
O95251	P10275
P10275	O95251
P10275	O95251
O95251	P10275
P39688	Q9NZA1
P69905	P68871
P69905	P68871
P69905	P68871
Q9DGN1	O93308
Q9DGN1	O93309
Q9DGN1	O93310
Q9DGN0	O93308
Q9DGN0	O93309
Q9DGN0	O93310
Q9DGN0	Q14683
Q9DGN0	Q9UQE7
Q9DGN0	O60216
Q9DGN1	Q14683
Q9DGN1	Q9UQE7
Q9DGN1	O60216
O74689	Q00664
O74689	O74689
Q9GZM8	Q9GZM8
Q9GZM8	Q66J96
P43034	Q9GZM8
Q66J96	P43034
Q66J96	Q66J96
Q9GZM8	Q66J96
O74689	Q00664
Q9GZM8	P43034
P43034	Q66J96
Q00664	O74689
P11532	Q14118
P55899	P61769
P08107	O14727
P08107	O14727
intact:EBI-81739	Q9Z101
P60953	Q9Z101
P63000	Q9Z101
intact:EBI-81739	Q9JK83
P60953	Q9JK83
intact:EBI-81739	Q9NPB6
P60953	Q9NPB6
intact:EBI-81739	Q9JK83
Q9JK83	P60953
intact:EBI-81739	Q9NPB6
P60953	Q9NPB6
P60953	Q9JK83
Q9JK83	Q8TEW0
Q9JK83	Q8TEW0
P60766	Q8TEW0
P60766	Q9JK83
P60766	Q62074
Q04206	P68400
Q04206	P68400
P48382	O14593
P48382	O00287
P48382	O00287
P48382	O14593
P48382	O00287
P48382	O14593
P48382	O00287
P48382	O00287
P48382	O14593-2
P48382	O00287
P48382	O14593
P48382	O00287
P48382	O00287
O14593	P48382
O14593	P48382
O14593	O00287
O14593	O00287
P33076	P48382
P33076	P48382
O43914	O00241
O00241	O43914
O43914	O00241
O00241	Q64725
O43914	P43405
O00241	O43914
O00241	P43405
P37287	Q92535
P37287	Q14442
P37287	Q9BRB3
P37287	O94777
P37287	P57054
P37287	P57054
Q9BRB3	P57054
Q9BRB3	O94777
P37287	O94777
Q92535	O94777
Q9P2X0	O94777
O94777	Q9BRB3
O94777	P37287
O94777	Q92535
O94777	Q14442
O94777	P57054
O94777	Q9P2X0
O60762	Q9P2X0
P04075	P04075
P06400	O75150
P06400	O75150
P06400	O75150
Q9HCS7	P23025
Q9HCS7	P23025
Q13216	Q9HCS7
Q13216	Q9HCS7
Q13216	Q9HCS7
Q03468	Q9HCS7
Q03468	P24928
Q03468	P24928
Q03468	Q9HCS7
P24928	Q9HCS7
Q9HCS7	P24928
P04326	O60563
P55157	Q4VIT4
P25054	Q9NR80-3
P25054	Q9NR80-3
P25054	Q9NR80-3
P25054	Q9NR80-3
D3ZWB4	P70478
D3ZWB4	Q9WU82
P70478	D3ZWB4
P70478	Q9WU82
Q9WU82	D3ZWB4
Q9WU82	P70478
O14727	Q9NQS1
Q9NQS1	O14727
P62258	Q61337
P68432	O43463
P68432	O54864
P68432	O43463
O60016	P68432
Q9EQQ0	P68432
P68431	O54864
P68431	P38991
Q16611	P70444
Q16611	P70444
Q99986	P02340
Q99986	-
Q99986	-
O75190	P05783
P05783	P02671
P05787	P05783
P05783	P27348
