Uniprot_A	Uniprot_B
Q8WXF1	Q9UNL2
Q8WXF1	Q12905
Q8WXF1	P55265
Q8WXF1	O43432
Q8WXF1	Q5BKZ1
Q8WXF1	Q00341
Q8WXF1	P18621
Q8WXF1	Q92841
Q8WXF1	Q16637
Q8WXF1	Q2KHR3
Q8WXF1	Q00839
Q8WXF1	Q9UBP0
Q8WXF1	Q14004
Q8WXF1	Q5VWQ0
Q8WXF1	Q9Y676
Q8WXF1	O75179
Q8WXF1	P05198
Q8WXF1	Q99700
Q8WXF1	Q07020
Q8WXF1	P08865
Q8WXF1	Q5JPE7
Q8WXF1	P38919
Q8WXF1	C9JLW8
Q8WXF1	Q9BSJ5
Q8WXF1	Q9Y5M8
Q8WXF1	Q96QE5
Q8WXF1	P17844
Q8WXF1	O15234
Q8WXF1	Q9H5H4
Q8WXF1	Q1KMD3
Q8WXF1	Q86UK7
Q8WXF1	Q96SB4
Q8WXF1	P62750
Q8WXF1	H3BUK8
Q8WXF1	Q9NRX1
Q8WXF1	Q9NNW5
Q8WXF1	P46776
Q8WXF1	Q86V81
Q8WXF1	Q6N021
Q8WXF1	Q9GZZ9
Q8WXF1	Q9Y520
Q8WXF1	P50914
Q8WXF1	Q86UE4
Q8WXF1	Q9UNX3
Q8WXF1	P23588
Q8WXF1	Q9Y6E2
Q8WXF1	P62847
Q8WXF1	F8VR69
Q8WXF1	Q9NQ39
Q8WXF1	F8W060
Q8WXF1	Q15633
Q8WXF1	P36873
Q8WXF1	P62861
Q8WXF1	Q8IY37
Q8WXF1	P61221
Q8WXF1	Q9BXP5
Q8WXF1	Q9BVP2
Q8WXF1	Q9BZE4
Q8WXF1	Q9BYJ9
Q8WXF1	Q9BYG3
Q8WXF1	Q9BQG0
Q8WXF1	Q9BRT6
Q8WXF1	Q9H9L3
Q8WXF1	Q9HC36
Q8WXF1	Q9H0A8
Q8WXF1	Q9H089
Q8WXF1	Q9H2U1
Q8WXF1	Q9H6S0
Q8WXF1	Q9H6F5
Q8WXF1	Q99613
Q8WXF1	Q96AG4
Q8WXF1	Q96A33
Q8WXF1	Q969S3
Q8WXF1	Q96D46
Q8WXF1	Q96CT7
Q8WXF1	Q92522
Q8WXF1	Q92499
Q8WXF1	Q92615
Q8WXF1	Q92900
Q8WXF1	Q99575
Q8WXF1	Q96KR1
Q8WXF1	Q96K17
Q8WXF1	Q9Y262
Q8WXF1	Q9Y224
Q8WXF1	Q9UQ80
Q8WXF1	Q9UNX4
Q8WXF1	Q9Y295
Q8WXF1	Q9UKX7
Q8WXF1	P27635
Q8WXF1	Q9Y3U8
Q8WXF1	Q9Y3I0
Q8WXF1	Q9Y3D9
Q8WXF1	Q9Y333
Q8WXF1	Q9Y4W2
Q8WXF1	Q9NVU7
Q8WXF1	Q9NX58
Q8WXF1	Q9NX08
Q8WXF1	Q9NQT4
Q8WXF1	Q9NQS1
Q8WXF1	Q9NPD3
Q8WXF1	Q9NR30
Q8WXF1	Q9NYL2
Q8WXF1	Q9UHB9
Q8WXF1	Q9UG63
Q8WXF1	Q9NZN8
Q8WXF1	Q9NZI8
Q8WXF1	Q9NZB2
Q8WXF1	Q9P2E9
Q8WXF1	Q9P2J5
Q8WXF1	Q14444
Q8WXF1	Q14240
Q8WXF1	Q14232
Q8WXF1	Q14152
Q8WXF1	Q15046
Q8WXF1	Q15024
Q8WXF1	Q14974
Q8WXF1	Q14694
Q8WXF1	Q14684
Q8WXF1	Q13347
Q8WXF1	Q13868
Q8WXF1	Q13823
Q8WXF1	Q2NL82
Q8WXF1	Q53EL6
Q8WXF1	Q4G0J3
Q8WXF1	Q3MHD2
Q8WXF1	Q3KQU3
Q8WXF1	Q15233
Q8WXF1	Q16342
Q8WXF1	Q15477
Q8WXF1	Q15717
Q8WXF1	P63244
Q8WXF1	P63173
Q8WXF1	P62995
Q8WXF1	P84098
Q8WXF1	P78362
Q8WXF1	P62917
Q8WXF1	P62906
Q8WXF1	P62888
Q8WXF1	P62249
Q8WXF1	P62244
Q8WXF1	P62241
Q8WXF1	P62081
Q8WXF1	P61960
Q8WXF1	P61353
Q8WXF1	P61313
Q8WXF1	P62263
Q8WXF1	P62269
Q8WXF1	P62277
Q8WXF1	P62854
Q8WXF1	P62851
Q8WXF1	P62753
Q8WXF1	P62701
Q8WXF1	P62424
Q8WXF1	P62280
Q8WXF1	Q12788
Q8WXF1	Q09161
Q8WXF1	Q08J23
Q8WXF1	Q12906
Q8WXF1	Q12926
Q8WXF1	Q13151
Q8WXF1	Q12986
Q8WXF1	Q12959
Q8WXF1	Q02880
Q8WXF1	Q01780
Q8WXF1	Q04637
Q8WXF1	Q08211
Q8WXF1	Q07065
Q8WXF1	Q06787
Q8WXF1	Q06265
Q8WXF1	Q8IY81
Q8WXF1	Q8IZH2
Q8WXF1	Q8N3C0
Q8WXF1	Q8IWA0
Q8WXF1	Q86UY6
Q8WXF1	Q86UP2
Q8WXF1	Q86XN7
Q8WXF1	Q86X83
Q8WXF1	Q8TDN6
Q8WXF1	P63220
Q8WXF1	Q8WU90
Q8WXF1	Q8TEQ6
Q8WXF1	Q8NC51
Q8WXF1	Q8N9N2
Q8WXF1	Q8NCA5
Q8WXF1	Q8NFU7
Q8WXF1	Q13042
Q8WXF1	Q5VW36
Q8WXF1	P62913
Q8WXF1	Q59GN2
Q8WXF1	Q5SY16
Q8WXF1	Q9BZJ0
Q8WXF1	Q5JSZ5
Q8WXF1	Q7KZF4
Q8WXF1	Q71RC2
Q8WXF1	Q7L2E3
Q8WXF1	Q7L2H7
Q8WXF1	Q7L2J0
Q8WXF1	Q7Z4G1
Q8WXF1	Q7Z478
Q8WXF1	Q7Z417
Q8WXF1	Q7Z2T5
Q8WXF1	Q6P158
Q8WXF1	Q6NW34
Q8WXF1	Q6I9Y2
Q8WXF1	Q6PKG0
Q8WXF1	Q6PCB5
Q8WXF1	Q6P4R8
Q8WXF1	Q6PGP7
P48651	Q9NR12
P48651	C9JUP7
P48651	P48029
Q9BVG9	Q02790
Q9BVG9	Q13451
Q9BVG9	Q9Y266
Q9BVG9	Q9H6T3
Q9BVG9	Q99878
Q9BVG9	Q9BTM1
Q9BVG9	P08238
Q9BVG9	P07900
Q9BVG9	O95433
Q9BVG9	O94763
P60484	Q8NBM4
Q15185	O75643
Q15185	O95905
Q15185	P04150
Q15185	O94826
Q15185	O94763
Q15185	O95248
Q15185	L0R819
Q15185	Q9NWS0
Q15185	O15212
Q15185	O14802
Q15185	P33993
Q15185	P51530
Q15185	P42704
Q15185	P42356
Q15185	P27448
Q15185	P06737
Q15185	P07900
Q15185	P08238
Q15185	P19388
Q15185	P14625
Q15185	Q9Y312
Q15185	P24928
Q15185	O00522
Q15185	P30876
Q15185	Q96JG8
Q15185	A0A1B0GUH6
Q15185	Q96EK5
Q15185	O15160
Q15185	Q709F0
Q15185	Q9GZT3
Q15185	Q13362
Q15185	P51957
Q15185	Q9P2D0
Q15185	P27708
Q15185	Q9H6T3
Q15185	Q9BZH6
Q15185	Q9GZT9
Q15185	Q8TAT5
Q15185	Q8NI77
Q15185	Q8WVC0
Q15185	Q96IC2
Q15185	Q96MX6
Q15185	Q96BN2
Q15185	Q9Y2R4
Q15185	Q9Y265
Q15185	Q9Y230
Q15185	Q9UJX3
Q15185	Q9UHV9
Q15185	Q9Y2Z0
Q15185	Q9NUG6
Q15185	Q9HBG6
Q15185	Q9HB71
Q15185	Q9H9A5
Q15185	Q9P2P1
Q15185	Q9P2D1
Q15185	Q9UBB6
Q15185	Q9UBK9
Q15185	Q9NWK9
Q15185	Q9NW08
Q15185	Q9NZ71
Q15185	Q13451
Q15185	Q07864
Q15185	Q12789
Q15185	Q15029
Q15185	Q15334
Q15185	Q14318
Q15185	P53041
Q15185	P52701
Q15185	P78527
Q15185	Q02790
Q15185	Q86XI2
Q15185	Q86U44
Q15185	Q8NBX0
Q15185	Q58FF8
Q15185	Q16342
Q15185	Q16543
Q15185	Q69YN2
Q15185	Q6P2Q9
Q15185	Q6P1M9
Q15185	Q5THK1
Q15185	Q5TB30
Q05397	P49756
Q13308	P53999
P06454	P46013
P06454	P52294
P06454	P49458
P06454	Q6PJG2
P06454	P09001
P06454	H0YLW0
P06454	Q6PK04
P06454	Q96QE5
P06454	Q9H147
P06454	Q9Y2R4
P06454	Q9Y4B5
P06454	Q13561
P06454	Q00059
P06454	P62979
P06454	Q8IXQ5
P06454	Q1ED39
P49023	Q05209
P61026	Q92928
P61026	P50395
P61026	P31150
P61026	O96008
P62491	Q5JSH3
P62491	Q15836
P62491	Q15907
P62491	Q8IWB7
P62491	Q8IXU6
P62491	Q6WKZ4
P62491	Q709C8
P62491	Q7L1Q6
P62491	Q7L804
P62491	P63218
P62491	P53985
P62491	P54920
P62491	P54709
P62491	P55327
P62491	Q9NY61
P62491	Q9NZ45
P62491	Q9UL25
P62491	Q9UMY1
P62491	Q8WUM0
P62491	Q9H2J7
P62491	Q9H3N1
P62491	Q99805
P62491	P51809
P62491	P11441
P62491	P78316
P62491	O14683
P62491	Q3LXA3
P62491	Q8N1F7
P62491	P98196
P62491	Q9BXF6
P62491	A0A087WXB0
P62491	Q01082
P62491	Q9NQ84
P62491	Q8TCG1
P62491	C9JXZ5
P62491	P53801
P62491	P55769
P62491	O95837
P62491	P08183
P62491	P08195
P62491	P08670
P62491	P12270
P62491	P46013
P62491	P46060
P62491	P46379
P62491	P50395
P62491	P31150
P62491	O60447
P62491	Q15758
P62491	O14828
P62491	O00567
P62491	P07197
P62491	P02786
P62491	P04899
P62491	P05023
P62491	intact:EBI-27061705
P62491	O75348
P62491	O75955
Q15907	Q15836
Q15907	Q8IXU6
Q15907	Q6WKZ4
Q15907	Q7L804
Q15907	A0A087WXB0
Q15907	P50395
Q15907	P31150
Q15907	O14828
P51153	Q9H0U4
P51153	P23246
P51153	P50395
P61106	O96008
P61106	P02786
P61106	O43657
P61106	P31150
P61106	P50395
P61106	P46459
P61106	P46379
P61106	P26374
P61106	P21796
P61106	P21281
P61106	intact:EBI-27058934
P61106	P20338
P61106	P24386
P61106	P60033
P61106	O94979
P61106	intact:EBI-27061705
P61106	O75348
P61106	Q9H2J7
P61106	Q96F24
P61106	Q9UMS4
P61106	Q9UM00
P61106	Q9Y6X5
P61106	Q9Y487
P61106	Q14204
P61106	Q709C8
P61106	Q6BDS2
Q9NP72	P50395
Q9NP72	Q9NYM9
Q9NP72	Q9HBE1
Q9NP72	Q8NEF9
P62820	O96008
P62820	Q9UI14
P62820	O14828
P62820	P31150
P62820	P50395
P62820	P46459
P62820	P21796
P62820	O60831
P62820	Q96K37
P62820	Q12907
P62820	Q6NXT4
P62820	P45880
P62820	Q08379
P62820	Q13948
P62820	Q9Y3B3
P62820	Q92544
P62820	Q8N4H5
P62820	Q9H0U4
P62820	Q99805
P62820	Q9H2J7
P62820	Q8WVM8
P62820	Q8TBA6
P62820	Q8TAD4
P62820	Q9H8Y8
P62820	Q9Y277
P62820	Q9UL25
P62820	Q9Y487
P62820	Q10471
P62820	Q15388
P62820	P61106
P62820	P61019
P62820	Q7Z7H5
P62820	Q86Y82
P62820	Q5BJH7
P62820	Q15907
P62820	Q15836
Q9H0U4	O96008
Q9H0U4	Q9UI14
Q9H0U4	P31150
Q9H0U4	P50395
Q9H0U4	P46459
Q9H0U4	P21796
Q9H0U4	Q14746
Q9H0U4	Q6NXT4
Q9H0U4	Q86XR7
Q9H0U4	Q08379
Q9H0U4	Q13948
Q9H0U4	Q9NVE7
Q9H0U4	Q8WVM8
Q9H0U4	Q8TBA6
Q9H0U4	Q96JB2
Q9H0U4	Q969X5
Q9H0U4	Q9Y487
Q9H0U4	Q15388
Q9H0U4	P61106
Q9H0U4	P61019
Q9H0U4	P62820
Q9H0U4	Q5BJH7
Q9H0U4	Q587I9
Q9H0U4	Q15907
Q9H0U4	Q15836
Q9H0U4	Q5TB53
Q9ULC3	Q8NFH5
Q9ULC3	P50395
Q9ULC3	P31150
Q969Q5	P50395
O14966	P09543
P61019	O96008
P61019	P04844
P61019	P04843
P61019	Q9UI14
P61019	P28288
P61019	P31150
P61019	P50395
P61019	P21796
P61019	P43487
P61019	Q9C0D9
P61019	P45880
P61019	P39656
P61019	Q8N4H5
P61019	Q3LXA3
P61019	Q92928
P61019	Q99805
P61019	Q8TCJ2
P61019	Q9Y277
P61019	Q9NPI6
P61019	Q15388
P61019	Q587I9
Q8WUD1	P50395
Q15286	O96008
Q15286	P31150
Q15286	P50395
Q15286	P26374
Q15286	P24386
O95716	O15265
O95716	O95267
O95716	P20336
Q9H2M9	Q15042
Q9H2M9	O95292
P20338	P31150
P20338	P50395
P20338	P26374
P20338	Q99439
P20338	Q5TBM3
P20339	P50395
P20339	P31150
P61020	P20339
P61020	P50395
P61020	P31150
Q9NRW1	P61009
Q9NRW1	P50395
Q9NRW1	P31150
P51149	O75348
P51149	intact:EBI-27061705
P51149	O96008
P51149	O14828
P51149	Q9UI14
P51149	O60493
P51149	P51795
P51149	P38606
P51149	P31150
P51149	P50395
P51149	P51809
P51149	P46459
P51149	P46379
P51149	P11279
P51149	P26374
P51149	P24386
P51149	P21796
P51149	P21281
P51149	intact:EBI-27058934
P51149	P53801
P51149	Q8TCG1
P51149	Q9NZD8
P51149	Q6IAA8
P51149	P11441
P51149	intact:EBI-27062249
P51149	P61421
P51149	Q96QK1
P51149	O75436
P51149	Q9NVJ2
P51149	Q9UI12
P51149	Q9UHA4
P51149	Q9NXN4
P51149	P61106
P51149	P61019
P51149	Q709C8
P51149	Q8IWB7
P51149	Q15388
P51149	Q15907
P51149	Q15836
Q92930	P31150
Q92930	P50395
Q92930	Q9H0U4
Q92930	Q13123
Q92930	Q8ND82
Q92930	Q6NSI4
P51151	Q9UPS8
P51151	P50395
P51151	P31150
Q587I9	Q9UI14
Q15276	Q9UJ41
Q9Y3P9	Q5R372
Q9Y3P9	Q5R372
Q92696	P53611
Q92696	O43324
Q92696	P26374
Q92696	P24386
P53611	Q92696
P53611	Q9Y3L5
P53611	Q7Z6K3
P47224	Q8TAF3
P47224	Q9UQR1
P47224	Q9H0U4
P47224	P51153
P63000	P46940
P63000	P52306
P63000	P10606
P63000	P0DP25
P63000	P09669
P63000	Q99819
P63000	P52565
P63000	P13073
P63000	P20674
P63000	Q13576
P63000	Q96SI9
P63000	Q96SI9
P63000	Q9Y6G5
P63000	Q06787
P63000	Q86SJ6
P63000	Q8NE86
P60763	P63000
P60763	Q13576
P60763	P52565
P60763	P17480
P60763	P46940
Q9H0H5	Q02241
Q9H0H5	Q14194
Q9H0H5	Q04637
Q9H0H5	Q8NEM2
P63244	P51397
P63244	P46782
P63244	P46781
P63244	P46779
P63244	P46778
P63244	P46777
P63244	P49207
P63244	P47897
P63244	P48634
P63244	P30050
P63244	P12532
P63244	P11940
P63244	P13639
P63244	P15880
P63244	P14868
P63244	P09132
P63244	P26196
P63244	P25398
P63244	P23396
P63244	P18124
P63244	P16989
P63244	P19338
P63244	P20042
P63244	Q9NQ55
P63244	Q9UNL2
P63244	P61513
P63244	P13798
P63244	O75817
P63244	P83731
P63244	P62899
P63244	Q71UM5
P63244	O14730
P63244	Q12905
P63244	P61619
P63244	O15372
P63244	Q13310
P63244	O60573
P63244	Q9ULG1
P63244	Q00341
P63244	P18621
P63244	Q5VWQ0
P63244	P32969
P63244	D6RAT0
P63244	P05198
P63244	Q99700
P63244	Q9NRX1
P63244	P08865
P63244	Q07020
P63244	Q99848
P63244	Q5JPE7
P63244	Q86UK7
P63244	Q96SB4
P63244	P62750
P63244	H3BUK8
P63244	P46776
P63244	Q8IZL8
P63244	P13611
P63244	Q709F0
P63244	P61254
P63244	Q9NUL3
P63244	P62847
P63244	P50914
P63244	Q86UE4
P63244	Q9Y520
P63244	F8VR69
P63244	P46783
P63244	Q8N9N8
P63244	P62861
P63244	Q9BRS2
P63244	Q9BVP2
P63244	Q99613
P63244	Q99575
P63244	Q9H1I8
P63244	Q9BZE4
P63244	Q92522
P63244	Q92615
P63244	Q8TDN6
P63244	Q8TDD1
P63244	Q8WVS4
P63244	P63220
P63244	Q8WU90
P63244	Q96GA3
P63244	Q969S3
P63244	Q96CT7
P63244	Q9UQ80
P63244	Q9Y262
P63244	Q9UNQ2
P63244	Q9UMY1
P63244	Q9ULX3
P63244	Q9Y5T5
P63244	P27635
P63244	Q9Y3C1
P63244	Q9Y3U8
P63244	Q9Y4W2
P63244	Q9NW13
P63244	Q9NVU7
P63244	Q9NQT5
P63244	Q9H9L3
P63244	Q9HCJ0
P63244	Q9HD33
P63244	Q9UII4
P63244	Q9NX58
P63244	Q9NXF1
P63244	Q9P2E9
P63244	Q13347
P63244	Q13895
P63244	Q13868
P63244	Q13823
P63244	Q08211
P63244	Q15650
P63244	Q14165
P63244	Q14152
P63244	Q15024
P63244	Q14694
P63244	Q14684
P63244	P61353
P63244	P61313
P63244	P61221
P63244	P60866
P63244	P60842
P63244	P62424
P63244	P62280
P63244	P62277
P63244	P62269
P63244	P62266
P63244	P62263
P63244	P62249
P63244	P62244
P63244	P62241
P63244	P62081
P63244	P62701
P63244	P60468
P63244	P60059
P63244	P56192
P63244	P60228
P63244	P56182
P63244	P62753
P63244	Q01780
P63244	P63173
P63244	P62917
P63244	P62906
P63244	P62857
P63244	P62854
P63244	P62851
P63244	P63244
P63244	Q7Z417
P63244	Q86UP2
P63244	Q6PKG0
P63244	Q7Z2T5
P63244	Q7L2J0
P63244	Q7L2E3
P63244	Q71RC2
P63244	Q7L2H7
P63244	Q8NC51
P63244	Q8N9N2
P63244	Q8N6L1
P63244	Q8NFW8
P63244	Q8IXH6
P63244	Q8IV48
P63244	Q8IY81
P63244	Q8N3C0
P63244	Q8N1G4
P63244	Q5F1R6
P63244	Q53EL6
P63244	Q5JSZ5
P63244	Q3KQU3
P63244	Q2NL82
P63244	Q6PCB5
P63244	Q6P158
P63244	Q5VW36
P63244	P62913
P63244	O75822
P63244	O75818
P63244	P05388
P63244	P05387
P63244	P05386
P63244	P04843
P63244	O94874
P63244	O95793
P63244	Q9UBQ5
P63244	O00303
P63244	O00425
P63244	Q96QE5
P63244	P62841
P63244	O75821
P63244	P42694
P63244	O15226
P63244	O43395
P63244	O14976
P63244	P06730
P63244	P40429
P63244	P39023
P63244	P39019
P63244	P36915
P63244	P36578
P63244	P40937
P63244	P42766
P63244	P41252
P63244	P41214
P63244	P41091
P63244	P35268
P63244	P51116
P63244	P51114
P63244	P49770
O75943	O60921
O75943	O43402
O75943	P40937
O75943	P40938
O75943	P35250
O75943	P35249
O75943	Q99873
O75943	Q9P0M6
O75943	Q68CQ7
O60216	A9IYQ1
O60216	Q9UQE7
O60216	Q14683
O60216	Q7Z5K2
O60216	Q8N3U4
Q99638	O75943
Q99638	O75400
Q99638	P35250
Q99638	P40937
Q99638	P40938
Q99638	P35249
Q99638	O60671
Q99638	O60921
P04049	P63104
P04049	P62258
P04049	P31946
Q15311	Q8NFH8
Q15311	P63010
Q15311	Q2M2I8
Q15311	Q96D71
Q15311	Q8N4S0
Q15311	Q96CW1
Q15311	P53680
Q15311	O95782
Q15311	O94973
P62826	O60942
P62826	O94806
P62826	O95613
P62826	O95373
P62826	O00629
P62826	O00505
P62826	O14715
P62826	O14787
P62826	P37198
P62826	O14980
P62826	O15294
P62826	O15504
P62826	P49792
P62826	P49790
P62826	P46060
P62826	P61956
P62826	P35658
P62826	A0A494C104
P62826	P18754
P62826	P63165
P62826	P43487
P62826	Q00839
P62826	P63279
P62826	Q12849
P62826	Q9BW27
P62826	Q7Z3J3
P62826	Q8N1F7
P62826	Q9UBU9
P62826	O75694
P62826	Q8NFH4
P62826	P0DJD0
P62826	Q9UBL3
P62826	Q9BTX1
P62826	Q9BW19
P62826	Q99567
P62826	Q9BXS6
P62826	Q9GZS3
P62826	Q92621
P62826	Q969G3
P62826	Q92973
P62826	Q8TEX9
P62826	Q8TEM1
P62826	Q8WUM0
P62826	Q96P70
P62826	Q9UKX7
P62826	Q8WUB8
P62826	Q9NPI1
P62826	Q9NYU2
P62826	Q12824
P62826	Q09161
P62826	Q14534
P62826	Q14980
P62826	Q14974
P62826	P57740
P62826	P61009
P62826	P52948
P62826	P52294
P62826	P52292
P62826	Q8TAQ2
P62826	P78406
P62826	P61970
P62826	Q7Z3B4
P62826	Q96MW1
P62826	Q8NB90
P62826	Q8NFH5
P62826	Q53H80
P62826	Q53GS7
P62826	Q5TAQ9
P62826	Q9BVL2
P62826	Q5SRE5
P43487	Q7Z3B4
P43487	Q5JRG1
P43487	Q8NFH3
P43487	Q8NFH5
P43487	Q8TEM1
P43487	Q8TEX9
P43487	Q8WUM0
P43487	Q7Z7H8
P43487	Q86U86
P43487	P78406
P43487	Q13454
P43487	Q14974
P43487	Q9UHY8
P43487	Q9UIA9
P43487	Q9UH62
P43487	Q99567
P43487	Q96P70
P43487	Q92621
P43487	Q92973
P43487	Q9BYD2
P43487	Q9BXS6
P43487	Q8NFH4
P43487	O75694
P43487	Q8N1F7
P43487	P63279
P43487	Q9BW27
P43487	Q12769
P43487	Q9BYD6
P43487	Q15390
P43487	Q96I15
P43487	Q13724
P43487	P63165
P43487	P62826
P43487	P18754
P43487	P35658
P43487	A6NKT7
P43487	P61956
P43487	P35221
P43487	P31260
P43487	P52948
P43487	P57740
P43487	P54198
P43487	P49792
P43487	P49790
P43487	P46060
P43487	O15397
P43487	O14787
P43487	O15504
P43487	O00410
P43487	O00505
P43487	O00629
P43487	P37198
P43487	O00151
P43487	O95373
P43487	O95613
P43487	O94829
P43487	O75955
Q6VN20	Q8IUR7
Q6VN20	Q8IVV7
Q6VN20	Q9NWU2
Q6VN20	Q9UL63
Q6VN20	Q9H871
Q6VN20	Q96S59
Q6VN20	Q9H7D7
Q6VN20	Q7L5Y9
Q9H2T7	O14776
Q9H2T7	Q9UIA9
P49792	O75533
P49792	O43143
P49792	O15042
P49792	P46060
P49792	P53999
P49792	P09661
P49792	Q13247
P49792	P63165
P49792	Q8IWX8
P49792	P63279
P49792	Q96IZ7
P49792	Q96I25
P49792	Q9Y388
P49792	Q9Y5B9
P49792	Q9NWB6
P49792	Q14573
P49792	Q13435
P49792	Q2TBE0
P49792	Q08945
P49792	Q8IWZ8
Q96S59	Q7L5Y9
Q96S59	Q9H7D7
Q96S59	Q9H871
Q96S59	Q9UL63
Q96S59	Q9NWU2
Q96S59	P62699
Q96S59	Q8IVV7
Q96S59	Q8IUR7
O60518	Q9NUG6
O60518	Q9UH62
Q9HD47	P62826
Q9HD47	Q9H6Z4
Q09028	Q6FI13
Q09028	Q6MZP7
Q09028	Q5TKA1
Q09028	Q15910
Q09028	Q16778
Q09028	Q8N3C0
Q09028	Q86YP4
Q09028	Q7Z5J4
Q09028	P52292
Q09028	P52294
Q09028	P56545
Q09028	Q13547
Q09028	Q14839
Q09028	Q13111
Q09028	Q13185
Q09028	Q12873
Q09028	Q9UGU0
Q09028	Q9UHF7
Q09028	Q9NP66
Q09028	Q4LE39
Q09028	Q9Y6X8
Q09028	Q9UKY1
Q09028	Q96KM6
Q09028	Q92769
Q09028	Q9H7L9
Q09028	Q12830
Q09028	Q5JP01
Q09028	Q9BTC8
Q09028	Q13330
Q09028	O75530
Q09028	O75223
Q09028	Q15022
Q09028	O95983
Q09028	Q5PSV4
Q09028	O60315
Q09028	Q149N8
Q09028	O94880
Q09028	Q8WXI9
Q09028	P83916
Q09028	P10244
Q09028	P37275
Q09028	O60264
Q09028	O00505
Q09028	O75446
Q09028	O94776
P98175	Q8IX12
Q9NTZ6	Q5VTR2
Q9NTZ6	Q2M2I8
Q9NTZ6	Q9H0G5
Q9NTZ6	Q9BTA9
Q9NTZ6	P23508
Q9NTZ6	P13674
Q9NTZ6	O75150
Q96PK6	O60506
Q96PK6	P05549
Q96PK6	P04844
Q96PK6	P04843
Q96PK6	O94913
Q96PK6	O43823
Q96PK6	O95429
Q96PK6	O95793
Q96PK6	Q9UPT8
Q96PK6	O00425
Q96PK6	P17844
Q96PK6	A7MCY6
Q96PK6	P36776
Q96PK6	O43390
Q96PK6	O15294
Q96PK6	O15226
Q96PK6	O14979
Q96PK6	P31942
Q96PK6	P52272
Q96PK6	P51991
Q96PK6	P49750
Q96PK6	P13674
Q96PK6	P14373
Q96PK6	P14866
Q96PK6	P07910
Q96PK6	P11021
Q96PK6	P19387
Q96PK6	P23246
Q96PK6	P22626
Q96PK6	O15027
Q96PK6	P55265
Q96PK6	Q9Y5L0
Q96PK6	Q12905
Q96PK6	O94854
Q96PK6	Q5BKZ1
Q96PK6	P81877
Q96PK6	Q92841
Q96PK6	intact:EBI-11820565
Q96PK6	P0DMV8
Q96PK6	P39656
Q96PK6	Q00839
Q96PK6	P43243
Q96PK6	P78332
Q96PK6	P09651
Q96PK6	Q13573
Q96PK6	P38919
Q96PK6	Q96C92
Q96PK6	P38159
Q96PK6	Q8N1F7
Q96PK6	P33240
Q96PK6	Q9NUL3
Q96PK6	P23508
Q96PK6	P50914
Q96PK6	Q8N684
Q96PK6	E9PQQ4
Q96PK6	Q13490
Q96PK6	Q12996
Q96PK6	Q9BXP5
Q96PK6	Q9BQ70
Q96PK6	Q9H307
Q96PK6	Q9H078
Q96PK6	Q9C0J8
Q96PK6	Q96QC0
Q96PK6	Q93009
Q96PK6	Q93008
Q96PK6	Q92797
Q96PK6	Q8TEQ6
Q96PK6	Q8TCJ2
Q96PK6	Q969G3
Q96PK6	Q96D09
Q96PK6	Q9UKF6
Q96PK6	Q13242
Q96PK6	Q9UKV3
Q96PK6	Q9HCD5
Q96PK6	Q9UGJ1
Q96PK6	Q9NZI8
Q96PK6	Q9P2I0
Q96PK6	Q10570
Q96PK6	Q13151
Q96PK6	Q12986
Q96PK6	Q12906
Q96PK6	Q14151
Q96PK6	Q15424
Q96PK6	Q15233
Q96PK6	Q15717
Q96PK6	Q08211
Q96PK6	Q14165
Q96PK6	Q14966
Q96PK6	Q07666
Q96PK6	P61978
Q96PK6	P62081
Q96PK6	P62316
Q96PK6	P62314
Q96PK6	P60866
Q96PK6	P55795
Q96PK6	Q05048
Q96PK6	P62854
Q96PK6	P62995
Q96PK6	Q6UXN9
Q96PK6	Q6UN15
Q96PK6	Q7L2H7
Q96PK6	Q7L2E3
Q96PK6	Q8N6L1
Q96PK6	Q5QPM0
Q96PK6	Q2M1P5
Q96PK6	Q6P2Q9
Q8NDT2	Q15007
Q8NDT2	Q15291
Q8NDT2	Q69YN4
Q96I25	Q8IWZ8
Q96I25	Q8IX12
Q96I25	Q8N954
Q96I25	Q86XP3
Q96I25	P55081
Q96I25	P62314
Q96I25	P62316
Q96I25	Q15459
Q96I25	Q15427
Q96I25	Q15393
Q96I25	Q12874
Q96I25	Q13435
Q96I25	Q8WW12
Q96I25	Q9BQ61
Q96I25	E9PQQ4
Q96I25	P62306
Q96I25	P09661
Q96I25	P08579
Q96I25	O15042
Q96I25	O43395
Q96I25	O43290
Q96I25	O43143
Q96I25	Q8IWX8
Q96I25	O75937
Q96I25	O75533
Q9NW64	Q96FV9
Q86U06	P04049
P49756	O75400
P98179	P49750
P98179	P54132
P98179	O94880
P98179	P61978
P98179	Q6UXN9
Q96EV2	O75643
Q96EV2	O00422
Q96EV2	O00148
Q96EV2	Q9Y2W1
Q96EV2	Q96FV9
Q96EV2	Q86U42
Q96EV2	Q6PJT7
Q96EV2	Q13573
Q96EV2	P38919
Q96EV2	Q15287
Q96EV2	Q86V81
Q96EV2	Q9BY77
Q96EV2	O75152
Q96EV2	Q96QD9
Q96EV2	Q9H307
Q96EV2	Q9H8G2
Q96EV2	Q9BZZ5
Q96EV2	Q9Y3Y2
Q96EV2	Q9Y5S9
Q96EV2	Q9UKV3
Q96EV2	Q13838
Q96EV2	Q13769
Q96EV2	Q14151
Q96EV2	P61326
Q96EV2	P84090
